Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
147950,1Chroniques,1,17,וְח֖וּל,חוּל,H2343,2
147951,1Chroniques,1,17,וְגֶ֥תֶר,גֶּ֫תֶר,H1666,2
147952,1Chroniques,1,17,וָמֶֽשֶׁךְ׃ ס,מֶ֫שֶׁךְ,H4902,9
147953,1Chroniques,1,18,וְאַרְפַּכְשַׁ֖ד,אַרְפַּכְשַׁד,H0775,9
147954,1Chroniques,1,18,יָלַ֣ד,יָלַד,H3205,496
147955,1Chroniques,1,18,אֶת־,אֵת,H0853,10947
147956,1Chroniques,1,18,שָׁ֑לַח,שֶׁ֫לַח,H7974,9
147957,1Chroniques,1,18,וְשֶׁ֖לַח,שֶׁ֫לַח,H7974,9
147958,1Chroniques,1,18,יָלַ֥ד,יָלַד,H3205,496
147959,1Chroniques,1,18,אֶת־,אֵת,H0853,10947
147960,1Chroniques,1,18,עֵֽבֶר׃,עֵ֫בֶר,H5677,15
147961,1Chroniques,1,19,וּלְעֵ֥בֶר,עֵ֫בֶר,H5677,15
147962,1Chroniques,1,19,יֻלַּ֖ד,יָלַד,H3205,496
147963,1Chroniques,1,19,שְׁנֵ֣י,שְׁנַ֫יִם,H8147,769
147964,1Chroniques,1,19,בָנִ֑ים,בֵּן,H1121,4959
147965,1Chroniques,1,19,שֵׁ֣ם,שֵׁם,H8034,864
147966,1Chroniques,1,19,הָאֶחָ֞ד,אֶחָד,H0259,971
147967,1Chroniques,1,19,פֶּ֗לֶג,פֶּ֫לֶג,H6389,7
147968,1Chroniques,1,19,כִּ֤י,כִּי,H3588,4485
147969,1Chroniques,1,19,בְיָמָיו֙,יוֹם,H3117,2306
147970,1Chroniques,1,19,נִפְלְגָ֣ה,פָּלַג,H6385,4
147971,1Chroniques,1,19,הָאָ֔רֶץ,אֶ֫רֶץ,H0776,2504
147972,1Chroniques,1,19,וְשֵׁ֥ם,שֵׁם,H8034,864
147973,1Chroniques,1,19,אָחִ֖יו,אָח,H0251,630
147974,1Chroniques,1,19,יָקְטָֽן׃,יׇקְטָן,H3355,6
147975,1Chroniques,1,20,וְיָקְטָ֣ן,יׇקְטָן,H3355,6
147976,1Chroniques,1,20,יָלַ֔ד,יָלַד,H3205,496
147977,1Chroniques,1,20,אֶת־,אֵת,H0853,10947
147978,1Chroniques,1,20,אַלְמוֹדָ֖ד,אַלְמוֹדָד,H0486,2
147979,1Chroniques,1,20,וְאֶת־,אֵת,H0853,10947
147980,1Chroniques,1,20,שָׁ֑לֶף,שֶׁ֫לֶף,H8026,2
147981,1Chroniques,1,20,וְאֶת־,אֵת,H0853,10947
147982,1Chroniques,1,20,חֲצַרְמָ֖וֶת,חֲצַרְמָ֫וֶת,H2700,2
147983,1Chroniques,1,20,וְאֶת־,אֵת,H0853,10947
147984,1Chroniques,1,20,יָֽרַח׃,יֶ֫רַח,H3392,2
147985,1Chroniques,1,21,וְאֶת־,אֵת,H0853,10947
147986,1Chroniques,1,21,הֲדוֹרָ֥ם,הֲדוֹרָם,H1913,4
147987,1Chroniques,1,21,וְאֶת־,אֵת,H0853,10947
147988,1Chroniques,1,21,אוּזָ֖ל,אוּזָל,H0187,3
147989,1Chroniques,1,21,וְאֶת־,אֵת,H0853,10947
147990,1Chroniques,1,21,דִּקְלָֽה׃,דִּקְלָה,H1853,2
147991,1Chroniques,1,22,וְאֶת־,אֵת,H0853,10947
147992,1Chroniques,1,22,עֵיבָ֥ל,עֵיבָל,H5858,8
147993,1Chroniques,1,22,וְאֶת־,אֵת,H0853,10947
147994,1Chroniques,1,22,אֲבִימָאֵ֖ל,אֲבִימָאֵל,H0039,2
147995,1Chroniques,1,22,וְאֶת־,אֵת,H0853,10947
147996,1Chroniques,1,22,שְׁבָֽא׃,שְׁבָא,H7614,23
147997,1Chroniques,1,23,וְאֶת־,אֵת,H0853,10947
