tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
128779,1Jean,1,1,Ὃ,ὅς,G3739,1408
128780,1Jean,1,1,ἦν,εἰμί,G1510,2458
128781,1Jean,1,1,ἀπ᾽,ἀπό,G0575,640
128782,1Jean,1,1,ἀρχῆς,ἀρχή,G0746,55
128783,1Jean,1,1,ὃ,ὅς,G3739,1408
128784,1Jean,1,1,ἀκηκόαμεν,ἀκούω,G0191,426
128785,1Jean,1,1,ὃ,ὅς,G3739,1408
128786,1Jean,1,1,ἑωράκαμεν,ὁράω,G3708,113
128787,1Jean,1,1,τοῖς,ὁ,G3588,19785
128788,1Jean,1,1,ὀφθαλμοῖς,ὀφθαλμός,G3788,100
128789,1Jean,1,1,ἡμῶν,ἐγώ,G1473,2462
128790,1Jean,1,1,ὃ,ὅς,G3739,1408
128791,1Jean,1,1,ἐθεασάμεθα,θεάομαι,G2300,22
128792,1Jean,1,1,καὶ,καί,G2532,9108
128793,1Jean,1,1,αἱ,ὁ,G3588,19785
128794,1Jean,1,1,χεῖρες,χείρ,G5495,177
128795,1Jean,1,1,ἡμῶν,ἐγώ,G1473,2462
128796,1Jean,1,1,ἐψηλάφησαν,ψηλαφάω,G5584,4
128797,1Jean,1,1,περὶ,περί,G4012,331
128798,1Jean,1,1,τοῦ,ὁ,G3588,19785
128799,1Jean,1,1,λόγου,λόγος,G3056,330
128800,1Jean,1,1,τῆς,ὁ,G3588,19785
128801,1Jean,1,1,ζωῆς,ζωή,G2222,135
128802,1Jean,1,2,καὶ,καί,G2532,9108
128803,1Jean,1,2,ἡ,ὁ,G3588,19785
128804,1Jean,1,2,ζωὴ,ζωή,G2222,135
128805,1Jean,1,2,ἐφανερώθη,φανερόω,G5319,49
128806,1Jean,1,2,καὶ,καί,G2532,9108
128807,1Jean,1,2,ἑωράκαμεν,ὁράω,G3708,113
128808,1Jean,1,2,καὶ,καί,G2532,9108
128809,1Jean,1,2,μαρτυροῦμεν,μαρτυρέω,G3140,76
128810,1Jean,1,2,καὶ,καί,G2532,9108
128811,1Jean,1,2,ἀπαγγέλλομεν,ἀπαγγέλλω,G0518,45
128812,1Jean,1,2,ὑμῖν,σύ,G4771,2896
128813,1Jean,1,2,τὴν,ὁ,G3588,19785
128814,1Jean,1,2,ζωὴν,ζωή,G2222,135
128815,1Jean,1,2,τὴν,ὁ,G3588,19785
128816,1Jean,1,2,αἰώνιον,αἰώνιος,G0166,70
128817,1Jean,1,2,ἥτις,ὅστις,G3748,144
128818,1Jean,1,2,ἦν,εἰμί,G1510,2458
128819,1Jean,1,2,πρὸς,πρός,G4314,699
128820,1Jean,1,2,τὸν,ὁ,G3588,19785
128821,1Jean,1,2,πατέρα,πατήρ,G3962,414
128822,1Jean,1,2,καὶ,καί,G2532,9108
128823,1Jean,1,2,ἐφανερώθη,φανερόω,G5319,49
128824,1Jean,1,2,ἡμῖν,ἐγώ,G1473,2462
128825,1Jean,1,3,ὃ,ὅς,G3739,1408
128826,1Jean,1,3,ἑωράκαμεν,ὁράω,G3708,113
128827,1Jean,1,3,καὶ,καί,G2532,9108
128828,1Jean,1,3,ἀκηκόαμεν,ἀκούω,G0191,426
128829,1Jean,1,3,ἀπαγγέλλομεν,ἀπαγγέλλω,G0518,45
128830,1Jean,1,3,καὶ,καί,G2532,9108
128831,1Jean,1,3,ὑμῖν,σύ,G4771,2896
128832,1Jean,1,3,ἵνα,ἵνα,G2443,668
128833,1Jean,1,3,καὶ,καί,G2532,9108
