tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
114333,2Thessaloniciens,1,1,Παῦλος,Παῦλος,G3972,158
114334,2Thessaloniciens,1,1,καὶ,καί,G2532,9108
114335,2Thessaloniciens,1,1,Σιλουανὸς,Σιλουανός,G4610,4
114336,2Thessaloniciens,1,1,καὶ,καί,G2532,9108
114337,2Thessaloniciens,1,1,Τιμόθεος,Τιμόθεος,G5095,24
114338,2Thessaloniciens,1,1,τῆ,ὁ,G3588,19785
114339,2Thessaloniciens,1,1,ἐκκλησίᾳ,ἐκκλησία,G1577,114
114340,2Thessaloniciens,1,1,Θεσσαλονικέων,Θεσσαλονικεύς,G2331,4
114341,2Thessaloniciens,1,1,ἐν,ἐν,G1722,2728
114342,2Thessaloniciens,1,1,θεῷ,θεός,G2316,1311
114343,2Thessaloniciens,1,1,πατρὶ,πατήρ,G3962,414
114344,2Thessaloniciens,1,1,ἡμῶν,ἐγώ,G1473,2462
114345,2Thessaloniciens,1,1,καὶ,καί,G2532,9108
114346,2Thessaloniciens,1,1,κυρίῳ,κύριος,G2962,716
114347,2Thessaloniciens,1,1,Ἰησοῦ,Ἰησοῦς,G2424,910
114348,2Thessaloniciens,1,1,Χριστῷ,Χριστός,G5547,529
114349,2Thessaloniciens,1,2,χάρις,χάρις,G5485,154
114350,2Thessaloniciens,1,2,ὑμῖν,σύ,G4771,2896
114351,2Thessaloniciens,1,2,καὶ,καί,G2532,9108
114352,2Thessaloniciens,1,2,εἰρήνη,εἰρήνη,G1515,92
114353,2Thessaloniciens,1,2,ἀπὸ,ἀπό,G0575,640
114354,2Thessaloniciens,1,2,θεοῦ,θεός,G2316,1311
114355,2Thessaloniciens,1,2,πατρὸς,πατήρ,G3962,414
114356,2Thessaloniciens,1,2,ἡμῶν,ἐγώ,G1473,2462
114357,2Thessaloniciens,1,2,καὶ,καί,G2532,9108
114358,2Thessaloniciens,1,2,κυρίου,κύριος,G2962,716
114359,2Thessaloniciens,1,2,Ἰησοῦ,Ἰησοῦς,G2424,910
114360,2Thessaloniciens,1,2,Χριστοῦ,Χριστός,G5547,529
114361,2Thessaloniciens,1,3,Εὐχαριστεῖν,εὐχαριστέω,G2168,38
114362,2Thessaloniciens,1,3,ὀφείλομεν,ὀφείλω,G3784,35
114363,2Thessaloniciens,1,3,τῷ,ὁ,G3588,19785
114364,2Thessaloniciens,1,3,θεῷ,θεός,G2316,1311
114365,2Thessaloniciens,1,3,πάντοτε,πάντοτε,G3842,41
114366,2Thessaloniciens,1,3,περὶ,περί,G4012,331
114367,2Thessaloniciens,1,3,ὑμῶν,σύ,G4771,2896
114368,2Thessaloniciens,1,3,ἀδελφοί,ἀδελφός,G0080,343
114369,2Thessaloniciens,1,3,καθὼς,καθώς,G2531,182
114370,2Thessaloniciens,1,3,ἄξιόν,ἄξιος,G0514,41
114371,2Thessaloniciens,1,3,ἐστιν,εἰμί,G1510,2458
114372,2Thessaloniciens,1,3,ὅτι,ὅτι,G3754,1291
114373,2Thessaloniciens,1,3,ὑπεραυξάνει,ὑπεραυξάνω,G5232,1
114374,2Thessaloniciens,1,3,ἡ,ὁ,G3588,19785
114375,2Thessaloniciens,1,3,πίστις,πίστις,G4102,242
114376,2Thessaloniciens,1,3,ὑμῶν,σύ,G4771,2896
114377,2Thessaloniciens,1,3,καὶ,καί,G2532,9108
114378,2Thessaloniciens,1,3,πλεονάζει,πλεονάζω,G4121,9
114379,2Thessaloniciens,1,3,ἡ,ὁ,G3588,19785
114380,2Thessaloniciens,1,3,ἀγάπη,ἀγάπη,G0026,116
114381,2Thessaloniciens,1,3,ἑνὸς,εἷς,G1520,336
114382,2Thessaloniciens,1,3,ἑκάστου,ἕκαστος,G1538,81
114383,2Thessaloniciens,1,3,πάντων,πᾶς,G3956,1236
114384,2Thessaloniciens,1,3,ὑμῶν,σύ,G4771,2896
114385,2Thessaloniciens,1,3,εἰς,εἰς,G1519,1757
114386,2Thessaloniciens,1,3,ἀλλήλους,ἀλλήλων,G0240,100
114387,2Thessaloniciens,1,4,ὥστε,ὥστε,G5620,83
114388,2Thessaloniciens,1,4,αὐτοὺς,αὐτός,G0846,5558
114389,2Thessaloniciens,1,4,ἡμᾶς,ἐγώ,G1473,2462
114390,2Thessaloniciens,1,4,ἐν,ἐν,G1722,2728
114391,2Thessaloniciens,1,4,ὑμῖν,σύ,G4771,2896
114392,2Thessaloniciens,1,4,ἐγκαυχᾶσθαι,ἐγκαυχάομαι,G7013,1
