,tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
108967,112817,1 Thessaloniciens,1,1,Παῦλος,Παῦλος,G3972,158
108968,112818,1 Thessaloniciens,1,1,καὶ,καί,G2532,9130
108969,112819,1 Thessaloniciens,1,1,Σιλουανὸς,Σιλουανός,G4610,4
108970,112820,1 Thessaloniciens,1,1,καὶ,καί,G2532,9130
108971,112821,1 Thessaloniciens,1,1,Τιμόθεος,Τιμόθεος,G5095,24
108972,112822,1 Thessaloniciens,1,1,τῆ,ὁ,G3588,19785
108973,112823,1 Thessaloniciens,1,1,ἐκκλησίᾳ,ἐκκλησία,G1577,114
108974,112824,1 Thessaloniciens,1,1,Θεσσαλονικέων,Θεσσαλονικεύς,G2331,4
108975,112825,1 Thessaloniciens,1,1,ἐν,ἐν,G1722,2728
108976,112826,1 Thessaloniciens,1,1,θεῷ,θεός,G2316,1311
108977,112827,1 Thessaloniciens,1,1,πατρὶ,πατήρ,G3962,414
108978,112828,1 Thessaloniciens,1,1,καὶ,καί,G2532,9130
108979,112829,1 Thessaloniciens,1,1,κυρίῳ,κύριος,G2962,716
108980,112830,1 Thessaloniciens,1,1,Ἰησοῦ,Ἰησοῦς,G2424,910
108981,112831,1 Thessaloniciens,1,1,Χριστῷ,Χριστός,G5547,529
108982,112832,1 Thessaloniciens,1,1,χάρις,χάρις,G5485,154
108983,112833,1 Thessaloniciens,1,1,ὑμῖν,σύ,G4771,2896
108984,112834,1 Thessaloniciens,1,1,καὶ,καί,G2532,9130
108985,112835,1 Thessaloniciens,1,1,εἰρήνη,εἰρήνη,G1515,92
108986,112844,1 Thessaloniciens,1,2,Εὐχαριστοῦμεν,εὐχαριστέω,G2168,38
108987,112845,1 Thessaloniciens,1,2,τῷ,ὁ,G3588,19785
108988,112846,1 Thessaloniciens,1,2,θεῷ,θεός,G2316,1311
108989,112847,1 Thessaloniciens,1,2,πάντοτε,πάντοτε,G3842,41
108990,112848,1 Thessaloniciens,1,2,περὶ,περί,G4012,331
108991,112849,1 Thessaloniciens,1,2,πάντων,πᾶς,G3956,1236
108992,112850,1 Thessaloniciens,1,2,ὑμῶν,σύ,G4771,2896
108993,112851,1 Thessaloniciens,1,2,μνείαν,μνεία,G3417,7
108994,112853,1 Thessaloniciens,1,2,ποιούμενοι,ποιέω,G4160,568
108995,112854,1 Thessaloniciens,1,2,ἐπὶ,ἐπί,G1909,884
108996,112855,1 Thessaloniciens,1,2,τῶν,ὁ,G3588,19785
108997,112856,1 Thessaloniciens,1,2,προσευχῶν,προσευχή,G4335,36
108998,112857,1 Thessaloniciens,1,2,ἡμῶν,ἐγώ,G1473,2462
108999,112858,1 Thessaloniciens,1,2,ἀδιαλείπτως,ἀδιαλείπτως,G0089,4
109000,112859,1 Thessaloniciens,1,3,μνημονεύοντες,μνημονεύω,G3421,21
109001,112860,1 Thessaloniciens,1,3,ὑμῶν,σύ,G4771,2896
109002,112861,1 Thessaloniciens,1,3,τοῦ,ὁ,G3588,19785
109003,112862,1 Thessaloniciens,1,3,ἔργου,ἔργον,G2041,169
109004,112863,1 Thessaloniciens,1,3,τῆς,ὁ,G3588,19785
109005,112864,1 Thessaloniciens,1,3,πίστεως,πίστις,G4102,242
109006,112865,1 Thessaloniciens,1,3,καὶ,καί,G2532,9130
109007,112866,1 Thessaloniciens,1,3,τοῦ,ὁ,G3588,19785
109008,112867,1 Thessaloniciens,1,3,κόπου,κόπος,G2873,18
109009,112868,1 Thessaloniciens,1,3,τῆς,ὁ,G3588,19785
109010,112869,1 Thessaloniciens,1,3,ἀγάπης,ἀγάπη,G0026,116
109011,112870,1 Thessaloniciens,1,3,καὶ,καί,G2532,9130
109012,112871,1 Thessaloniciens,1,3,τῆς,ὁ,G3588,19785
109013,112872,1 Thessaloniciens,1,3,ὑπομονῆς,ὑπομονή,G5281,32
109014,112873,1 Thessaloniciens,1,3,τῆς,ὁ,G3588,19785
109015,112874,1 Thessaloniciens,1,3,ἐλπίδος,ἐλπίς,G1680,53
109016,112875,1 Thessaloniciens,1,3,τοῦ,ὁ,G3588,19785
109017,112876,1 Thessaloniciens,1,3,κυρίου,κύριος,G2962,716
109018,112877,1 Thessaloniciens,1,3,ἡμῶν,ἐγώ,G1473,2462
109019,112878,1 Thessaloniciens,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
109020,112879,1 Thessaloniciens,1,3,Χριστοῦ,Χριστός,G5547,529
109021,112880,1 Thessaloniciens,1,3,ἔμπροσθεν,ἔμπροσθεν,G1715,48
109022,112881,1 Thessaloniciens,1,3,τοῦ,ὁ,G3588,19785
109023,112882,1 Thessaloniciens,1,3,θεοῦ,θεός,G2316,1311
109024,112883,1 Thessaloniciens,1,3,καὶ,καί,G2532,9130
109025,112884,1 Thessaloniciens,1,3,πατρὸς,πατήρ,G3962,414
109026,112885,1 Thessaloniciens,1,3,ἡμῶν,ἐγώ,G1473,2462
109027,112886,1 Thessaloniciens,1,4,εἰδότες,εἴδω,G6063,280
109028,112887,1 Thessaloniciens,1,4,ἀδελφοὶ,ἀδελφός,G0080,343
109029,112888,1 Thessaloniciens,1,4,ἠγαπημένοι,ἀγαπάω,G0025,143
109030,112889,1 Thessaloniciens,1,4,ὑπὸ,ὑπό,G5259,219
109031,112891,1 Thessaloniciens,1,4,θεοῦ,θεός,G2316,1311
109032,112892,1 Thessaloniciens,1,4,τὴν,ὁ,G3588,19785
109033,112893,1 Thessaloniciens,1,4,ἐκλογὴν,ἐκλογή,G1589,7
109034,112894,1 Thessaloniciens,1,4,ὑμῶν,σύ,G4771,2896
109035,112895,1 Thessaloniciens,1,5,ὅτι,ὅτι,G3754,1291
109036,112896,1 Thessaloniciens,1,5,τὸ,ὁ,G3588,19785
109037,112897,1 Thessaloniciens,1,5,εὐαγγέλιον,εὐαγγέλιον,G2098,76
109038,112898,1 Thessaloniciens,1,5,ἡμῶν,ἐγώ,G1473,2462
109039,112899,1 Thessaloniciens,1,5,οὐκ,οὐ,G3756,1667
109040,112900,1 Thessaloniciens,1,5,ἐγενήθη,γίνομαι,G1096,662
109041,112901,1 Thessaloniciens,1,5,εἰς,εἰς,G1519,1757
109042,112902,1 Thessaloniciens,1,5,ὑμᾶς,σύ,G4771,2896
109043,112903,1 Thessaloniciens,1,5,ἐν,ἐν,G1722,2728
109044,112904,1 Thessaloniciens,1,5,λόγῳ,λόγος,G3056,330
109045,112905,1 Thessaloniciens,1,5,μόνον,μόνος,G3441,111
109046,112906,1 Thessaloniciens,1,5,ἀλλὰ,ἀλλά,G0235,638
109047,112907,1 Thessaloniciens,1,5,καὶ,καί,G2532,9130
109048,112908,1 Thessaloniciens,1,5,ἐν,ἐν,G1722,2728
109049,112909,1 Thessaloniciens,1,5,δυνάμει,δύναμις,G1411,119
109050,112910,1 Thessaloniciens,1,5,καὶ,καί,G2532,9130
109051,112911,1 Thessaloniciens,1,5,ἐν,ἐν,G1722,2728
109052,112912,1 Thessaloniciens,1,5,πνεύματι,πνεῦμα,G4151,378
109053,112913,1 Thessaloniciens,1,5,ἁγίῳ,ἅγιος,G0040,224
109054,112914,1 Thessaloniciens,1,5,καὶ,καί,G2532,9130
109055,112915,1 Thessaloniciens,1,5,ἐν,ἐν,G1722,2728
109056,112916,1 Thessaloniciens,1,5,πληροφορίᾳ,πληροφορία,G4136,4
109057,112917,1 Thessaloniciens,1,5,πολλῆ,πολύς,G4183,365
109058,112918,1 Thessaloniciens,1,5,καθὼς,καθώς,G2531,182
109059,112919,1 Thessaloniciens,1,5,οἴδατε,εἴδω,G6063,280
109060,112920,1 Thessaloniciens,1,5,οἷοι,οἷος,G3634,14
109061,112921,1 Thessaloniciens,1,5,ἐγενήθημεν,γίνομαι,G1096,662
109062,112922,1 Thessaloniciens,1,5,ἐν,ἐν,G1722,2728
109063,112923,1 Thessaloniciens,1,5,ὑμῖν,σύ,G4771,2896
109064,112924,1 Thessaloniciens,1,5,δι᾽,διά,G1223,666
109065,112925,1 Thessaloniciens,1,5,ὑμᾶς,σύ,G4771,2896
109066,112926,1 Thessaloniciens,1,6,καὶ,καί,G2532,9130
109067,112927,1 Thessaloniciens,1,6,ὑμεῖς,σύ,G4771,2896
109068,112928,1 Thessaloniciens,1,6,μιμηταὶ,μιμητής,G3402,6
109069,112929,1 Thessaloniciens,1,6,ἡμῶν,ἐγώ,G1473,2462
109070,112930,1 Thessaloniciens,1,6,ἐγενήθητε,γίνομαι,G1096,662
109071,112931,1 Thessaloniciens,1,6,καὶ,καί,G2532,9130
109072,112932,1 Thessaloniciens,1,6,τοῦ,ὁ,G3588,19785
109073,112933,1 Thessaloniciens,1,6,κυρίου,κύριος,G2962,716
109074,112934,1 Thessaloniciens,1,6,δεξάμενοι,δέχομαι,G1209,56
109075,112935,1 Thessaloniciens,1,6,τὸν,ὁ,G3588,19785
109076,112936,1 Thessaloniciens,1,6,λόγον,λόγος,G3056,330
109077,112937,1 Thessaloniciens,1,6,ἐν,ἐν,G1722,2728
109078,112938,1 Thessaloniciens,1,6,θλίψει,θλῖψις,G2347,45
109079,112939,1 Thessaloniciens,1,6,πολλῆ,πολύς,G4183,365
109080,112940,1 Thessaloniciens,1,6,μετὰ,μετά,G3326,468
109081,112941,1 Thessaloniciens,1,6,χαρᾶς,χαρά,G5479,59
109082,112942,1 Thessaloniciens,1,6,πνεύματος,πνεῦμα,G4151,378
109083,112943,1 Thessaloniciens,1,6,ἁγίου,ἅγιος,G0040,224
109084,112944,1 Thessaloniciens,1,7,ὥστε,ὥστε,G5620,83
109085,112945,1 Thessaloniciens,1,7,γενέσθαι,γίνομαι,G1096,662
109086,112946,1 Thessaloniciens,1,7,ὑμᾶς,σύ,G4771,2896
109087,112947,1 Thessaloniciens,1,7,τύπον,τύπος,G5179,15
109088,112948,1 Thessaloniciens,1,7,πᾶσιν,πᾶς,G3956,1236
109089,112949,1 Thessaloniciens,1,7,τοῖς,ὁ,G3588,19785
109090,112950,1 Thessaloniciens,1,7,πιστεύουσιν,πιστεύω,G4100,238
109091,112951,1 Thessaloniciens,1,7,ἐν,ἐν,G1722,2728
109092,112952,1 Thessaloniciens,1,7,τῆ,ὁ,G3588,19785
109093,112953,1 Thessaloniciens,1,7,Μακεδονίᾳ,Μακεδονία,G3109,22
109094,112954,1 Thessaloniciens,1,7,καὶ,καί,G2532,9130
109095,112955,1 Thessaloniciens,1,7,ἐν,ἐν,G1722,2728
109096,112956,1 Thessaloniciens,1,7,τῆ,ὁ,G3588,19785
109097,112957,1 Thessaloniciens,1,7,Ἀχαΐᾳ,Ἀχαΐα,G0882,10
109098,112958,1 Thessaloniciens,1,8,ἀφ᾽,ἀπό,G0575,640
109099,112959,1 Thessaloniciens,1,8,ὑμῶν,σύ,G4771,2896
109100,112960,1 Thessaloniciens,1,8,γὰρ,γάρ,G1063,1039
109101,112961,1 Thessaloniciens,1,8,ἐξήχηται,ἐξηχέω,G1837,1
109102,112962,1 Thessaloniciens,1,8,ὁ,ὁ,G3588,19785
109103,112963,1 Thessaloniciens,1,8,λόγος,λόγος,G3056,330
109104,112964,1 Thessaloniciens,1,8,τοῦ,ὁ,G3588,19785
109105,112965,1 Thessaloniciens,1,8,κυρίου,κύριος,G2962,716
109106,112966,1 Thessaloniciens,1,8,οὐ,οὐ,G3756,1667
109107,112967,1 Thessaloniciens,1,8,μόνον,μόνος,G3441,111
109108,112968,1 Thessaloniciens,1,8,ἐν,ἐν,G1722,2728
109109,112969,1 Thessaloniciens,1,8,τῆ,ὁ,G3588,19785
109110,112970,1 Thessaloniciens,1,8,Μακεδονίᾳ,Μακεδονία,G3109,22
109111,112971,1 Thessaloniciens,1,8,καὶ,καί,G2532,9130
109112,112972,1 Thessaloniciens,1,8,ἐν,ἐν,G1722,2728
109113,112973,1 Thessaloniciens,1,8,τῆ,ὁ,G3588,19785
109114,112974,1 Thessaloniciens,1,8,Ἀχαΐᾳ,Ἀχαΐα,G0882,10
109115,112975,1 Thessaloniciens,1,8,ἀλλ᾽,ἀλλά,G0235,638
109116,112977,1 Thessaloniciens,1,8,ἐν,ἐν,G1722,2728
109117,112978,1 Thessaloniciens,1,8,παντὶ,πᾶς,G3956,1236
109118,112979,1 Thessaloniciens,1,8,τόπῳ,τόπος,G5117,94
109119,112980,1 Thessaloniciens,1,8,ἡ,ὁ,G3588,19785
109120,112981,1 Thessaloniciens,1,8,πίστις,πίστις,G4102,242
109121,112982,1 Thessaloniciens,1,8,ὑμῶν,σύ,G4771,2896
109122,112983,1 Thessaloniciens,1,8,ἡ,ὁ,G3588,19785
