Unnamed: 0,book,chapter,verse,orig,lex,strong,freq
98943,1Samuel,1,1,וַיְהִי֩,הָיָה,H1961,3562
98944,1Samuel,1,1,אִ֨ישׁ,אִישׁ,H0376,1663
98945,1Samuel,1,1,אֶחָ֜ד,אֶחָד,H0259,971
98946,1Samuel,1,1,מִן־,מִן־,H4480,1190
98947,1Samuel,1,1,הָרָמָתַ֛יִם,רָמָתַיִם צוֹפִים,H7436,2
98948,1Samuel,1,1,צוֹפִ֖ים,רָמָתַיִם צוֹפִים,H7436,2
98949,1Samuel,1,1,מֵהַ֣ר,הַר,H2022,547
98950,1Samuel,1,1,אֶפְרָ֑יִם,אֶפְרַ֫יִם,H0669,180
98951,1Samuel,1,1,וּשְׁמ֡וֹ,שֵׁם,H8034,864
98952,1Samuel,1,1,אֶ֠לְקָנָה,אֶלְקָנָה,H0511,21
98953,1Samuel,1,1,בֶּן־,בֵּן,H1121,4959
98954,1Samuel,1,1,יְרֹחָ֧ם,יְרֹחָם,H3395,10
98955,1Samuel,1,1,בֶּן־,בֵּן,H1121,4959
98956,1Samuel,1,1,אֱלִיה֛וּא,אֱלִיהוּ,H0453,11
98957,1Samuel,1,1,בֶּן־,בֵּן,H1121,4959
98958,1Samuel,1,1,תֹּ֥חוּ,תֹּחוּ,H8459,1
98959,1Samuel,1,1,בֶן־,בֵּן,H1121,4959
98960,1Samuel,1,1,צ֖וּף,צוּף,H6689,4
98961,1Samuel,1,1,אֶפְרָתִֽי׃,אֶפְרָתִי,H0673,5
98962,1Samuel,1,2,שְׁתֵּ֣י,שְׁנַ֫יִם,H8147,769
98963,1Samuel,1,2,נָשִׁ֔ים,אִשָּׁה,H0802,781
98964,1Samuel,1,2,שֵׁ֤ם,שֵׁם,H8034,864
98965,1Samuel,1,2,אַחַת֙,אֶחָד,H0259,971
98966,1Samuel,1,2,חַנָּ֔ה,חַנָּה,H2584,13
98967,1Samuel,1,2,וְשֵׁ֥ם,שֵׁם,H8034,864
98968,1Samuel,1,2,הַשֵּׁנִ֖ית,שֵׁנִי,H8145,156
98969,1Samuel,1,2,פְּנִנָּ֑ה,פְּנִנָּה,H6444,3
98970,1Samuel,1,2,וַיְהִ֤י,הָיָה,H1961,3562
98971,1Samuel,1,2,לִפְנִנָּה֙,פְּנִנָּה,H6444,3
98972,1Samuel,1,2,יְלָדִ֔ים,יֶ֫לֶד,H3206,89
98973,1Samuel,1,2,וּלְחַנָּ֖ה,חַנָּה,H2584,13
98974,1Samuel,1,2,אֵ֥ין,אַ֫יִן,H0369,789
98975,1Samuel,1,2,יְלָדִֽים׃,יֶ֫לֶד,H3206,89
98976,1Samuel,1,3,וְעָלָה֩,עָלָה,H5927,890
98977,1Samuel,1,3,הָאִ֨ישׁ,אִישׁ,H0376,1663
98978,1Samuel,1,3,הַה֤וּא,הוּא,H1931,1878
98979,1Samuel,1,3,מֵֽעִירוֹ֙,עִיר,H5892,1089
98980,1Samuel,1,3,מִיָּמִ֣ים׀,יוֹם,H3117,2306
98981,1Samuel,1,3,יָמִ֔ימָה,יוֹם,H3117,2306
98982,1Samuel,1,3,לְהִֽשְׁתַּחֲוֹ֧ת,שָׁחָה,H7812,172
98983,1Samuel,1,3,וְלִזְבֹּ֛חַ,זָבַח,H2076,134
98984,1Samuel,1,3,לַיהוָ֥ה,יהוה,H3068,6528
98985,1Samuel,1,3,צְבָא֖וֹת,צָבָא,H6635,484
98986,1Samuel,1,3,בְּשִׁלֹ֑ה,שִׁלוֹ,H7887,32
98987,1Samuel,1,3,וְשָׁ֞ם,שָׁם,H8033,834
98988,1Samuel,1,3,שְׁנֵ֣י,שְׁנַ֫יִם,H8147,769
98989,1Samuel,1,3,בְנֵֽי־,בֵּן,H1121,4959
98990,1Samuel,1,3,עֵלִ֗י,עֵלִי,H5941,33
98991,1Samuel,1,3,חָפְנִי֙,חׇפְנִי,H2652,5
98992,1Samuel,1,3,וּפִ֣נְחָ֔ס,פִּינְחָס,H6372,25
98993,1Samuel,1,3,כֹּהֲנִ֖ים,כֹּהֵן,H3548,750
98994,1Samuel,1,3,לַיהוָֽה׃,יהוה,H3068,6528
98995,1Samuel,1,4,וַיְהִ֣י,הָיָה,H1961,3562
98996,1Samuel,1,4,הַיּ֔וֹם,יוֹם,H3117,2306
98997,1Samuel,1,4,וַיִּזְבַּ֖ח,זָבַח,H2076,134
98998,1Samuel,1,4,אֶלְקָנָ֑ה,אֶלְקָנָה,H0511,21
98999,1Samuel,1,4,וְנָתַ֞ן,נָתַן,H5414,2011
99000,1Samuel,1,4,לִפְנִנָּ֣ה,פְּנִנָּה,H6444,3
99001,1Samuel,1,4,אִשְׁתּ֗וֹ,אִשָּׁה,H0802,781
99002,1Samuel,1,4,וּֽלְכָל־,כֹּל,H3605,5415
99003,1Samuel,1,4,בָּנֶ֛יהָ,בֵּן,H1121,4959
99004,1Samuel,1,4,וּבְנוֹתֶ֖יהָ,בַּת,H1323,588
99005,1Samuel,1,4,מָנֽוֹת׃,מָנָה,H4490,13
99006,1Samuel,1,5,וּלְחַנָּ֕ה,חַנָּה,H2584,13
99007,1Samuel,1,5,יִתֵּ֛ן,נָתַן,H5414,2011
99008,1Samuel,1,5,מָנָ֥ה,מָנָה,H4490,13
99009,1Samuel,1,5,אַחַ֖ת,אֶחָד,H0259,971
