,tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
121750,125933,1 Pierre,1,1,Πέτρος,Πέτρος,G4074,155
121751,125934,1 Pierre,1,1,ἀπόστολος,ἀπόστολος,G0652,79
121752,125935,1 Pierre,1,1,Ἰησοῦ,Ἰησοῦς,G2424,910
121753,125936,1 Pierre,1,1,Χριστοῦ,Χριστός,G5547,529
121754,125937,1 Pierre,1,1,ἐκλεκτοῖς,ἐκλεκτός,G1588,22
121755,125938,1 Pierre,1,1,παρεπιδήμοις,παρεπίδημος,G3927,3
121756,125939,1 Pierre,1,1,διασπορᾶς,διασπορά,G1290,3
121757,125940,1 Pierre,1,1,Πόντου,Πόντος,G4195,2
121758,125941,1 Pierre,1,1,Γαλατίας,Γαλατία,G1053,4
121759,125942,1 Pierre,1,1,Καππαδοκίας,Καππαδοκία,G2587,2
121760,125943,1 Pierre,1,1,Ἀσίας,Ἀσία,G0773,19
121761,125944,1 Pierre,1,1,καὶ,καί,G2532,9130
121762,125945,1 Pierre,1,1,Βιθυνίας,Βιθυνία,G0978,2
121763,125946,1 Pierre,1,2,κατὰ,κατά,G2596,472
121764,125947,1 Pierre,1,2,πρόγνωσιν,πρόγνωσις,G4268,2
121765,125948,1 Pierre,1,2,θεοῦ,θεός,G2316,1311
121766,125949,1 Pierre,1,2,πατρὸς,πατήρ,G3962,414
121767,125950,1 Pierre,1,2,ἐν,ἐν,G1722,2728
121768,125951,1 Pierre,1,2,ἁγιασμῷ,ἁγιασμός,G0038,10
121769,125952,1 Pierre,1,2,πνεύματος,πνεῦμα,G4151,378
121770,125953,1 Pierre,1,2,εἰς,εἰς,G1519,1757
121771,125954,1 Pierre,1,2,ὑπακοὴν,ὑπακοή,G5218,15
121772,125955,1 Pierre,1,2,καὶ,καί,G2532,9130
121773,125956,1 Pierre,1,2,ῥαντισμὸν,ῥαντισμός,G4473,2
121774,125957,1 Pierre,1,2,αἵματος,αἷμα,G0129,97
121775,125958,1 Pierre,1,2,Ἰησοῦ,Ἰησοῦς,G2424,910
121776,125959,1 Pierre,1,2,Χριστοῦ,Χριστός,G5547,529
121777,125960,1 Pierre,1,2,χάρις,χάρις,G5485,154
121778,125961,1 Pierre,1,2,ὑμῖν,σύ,G4771,2896
121779,125962,1 Pierre,1,2,καὶ,καί,G2532,9130
121780,125963,1 Pierre,1,2,εἰρήνη,εἰρήνη,G1515,92
121781,125964,1 Pierre,1,2,πληθυνθείη,πληθύνω,G4129,12
121782,125965,1 Pierre,1,3,Εὐλογητὸς,εὐλογητός,G2128,8
121783,125966,1 Pierre,1,3,ὁ,ὁ,G3588,19785
121784,125967,1 Pierre,1,3,θεὸς,θεός,G2316,1311
121785,125968,1 Pierre,1,3,καὶ,καί,G2532,9130
121786,125969,1 Pierre,1,3,πατὴρ,πατήρ,G3962,414
121787,125970,1 Pierre,1,3,τοῦ,ὁ,G3588,19785
121788,125971,1 Pierre,1,3,κυρίου,κύριος,G2962,716
121789,125972,1 Pierre,1,3,ἡμῶν,ἐγώ,G1473,2462
121790,125973,1 Pierre,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
121791,125974,1 Pierre,1,3,Χριστοῦ,Χριστός,G5547,529
121792,125975,1 Pierre,1,3,ὁ,ὁ,G3588,19785
121793,125976,1 Pierre,1,3,κατὰ,κατά,G2596,472
121794,125977,1 Pierre,1,3,τὸ,ὁ,G3588,19785
121795,125978,1 Pierre,1,3,πολὺ,πολύς,G4183,365
121796,125979,1 Pierre,1,3,αὐτοῦ,αὐτός,G0846,5558
121797,125980,1 Pierre,1,3,ἔλεος,ἔλεος,G1656,27
121798,125981,1 Pierre,1,3,ἀναγεννήσας,ἀναγεννάω,G0313,2
121799,125982,1 Pierre,1,3,ἡμᾶς,ἐγώ,G1473,2462
121800,125983,1 Pierre,1,3,εἰς,εἰς,G1519,1757
121801,125984,1 Pierre,1,3,ἐλπίδα,ἐλπίς,G1680,53
121802,125985,1 Pierre,1,3,ζῶσαν,ζάω,G2198,139
121803,125986,1 Pierre,1,3,δι᾽,διά,G1223,666
121804,125987,1 Pierre,1,3,ἀναστάσεως,ἀνάστασις,G0386,42
121805,125988,1 Pierre,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
121806,125989,1 Pierre,1,3,Χριστοῦ,Χριστός,G5547,529
121807,125990,1 Pierre,1,3,ἐκ,ἐκ,G1537,912
121808,125991,1 Pierre,1,3,νεκρῶν,νεκρός,G3498,128
121809,125992,1 Pierre,1,4,εἰς,εἰς,G1519,1757
121810,125993,1 Pierre,1,4,κληρονομίαν,κληρονομία,G2817,14
121811,125994,1 Pierre,1,4,ἄφθαρτον,ἄφθαρτος,G0862,7
121812,125995,1 Pierre,1,4,καὶ,καί,G2532,9130
121813,125996,1 Pierre,1,4,ἀμίαντον,ἀμίαντος,G0283,4
121814,125997,1 Pierre,1,4,καὶ,καί,G2532,9130
121815,125998,1 Pierre,1,4,ἀμάραντον,ἀμάραντος,G0263,1
121816,125999,1 Pierre,1,4,τετηρημένην,τηρέω,G5083,70
121817,126000,1 Pierre,1,4,ἐν,ἐν,G1722,2728
