tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
130977,2Jean,1,1,Ὁ,ὁ,G3588,19785
130978,2Jean,1,1,πρεσβύτερος,πρεσβύτερος,G4245,65
130979,2Jean,1,1,ἐκλεκτῆ,ἐκλεκτός,G1588,22
130980,2Jean,1,1,κυρίᾳ,Κυρία,G2959,2
130981,2Jean,1,1,καὶ,καί,G2532,9108
130982,2Jean,1,1,τοῖς,ὁ,G3588,19785
130983,2Jean,1,1,τέκνοις,τέκνον,G5043,98
130984,2Jean,1,1,αὐτῆς,αὐτός,G0846,5558
130985,2Jean,1,1,οὓς,ὅς,G3739,1408
130986,2Jean,1,1,ἐγὼ,ἐγώ,G1473,2462
130987,2Jean,1,1,ἀγαπῶ,ἀγαπάω,G0025,143
130988,2Jean,1,1,ἐν,ἐν,G1722,2728
130989,2Jean,1,1,ἀληθείᾳ,ἀλήθεια,G0225,108
130990,2Jean,1,1,καὶ,καί,G2532,9108
130991,2Jean,1,1,οὐκ,οὐ,G3756,1667
130992,2Jean,1,1,ἐγὼ,ἐγώ,G1473,2462
130993,2Jean,1,1,μόνος,μόνος,G3441,111
130994,2Jean,1,1,ἀλλὰ,ἀλλά,G0235,638
130995,2Jean,1,1,καὶ,καί,G2532,9108
130996,2Jean,1,1,πάντες,πᾶς,G3956,1236
130997,2Jean,1,1,οἱ,ὁ,G3588,19785
130998,2Jean,1,1,ἐγνωκότες,γινώσκω,G1097,218
130999,2Jean,1,1,τὴν,ὁ,G3588,19785
131000,2Jean,1,1,ἀλήθειαν,ἀλήθεια,G0225,108
131001,2Jean,1,2,διὰ,διά,G1223,666
131002,2Jean,1,2,τὴν,ὁ,G3588,19785
131003,2Jean,1,2,ἀλήθειαν,ἀλήθεια,G0225,108
131004,2Jean,1,2,τὴν,ὁ,G3588,19785
131005,2Jean,1,2,μένουσαν,μένω,G3306,118
131006,2Jean,1,2,ἐν,ἐν,G1722,2728
131007,2Jean,1,2,ἡμῖν,ἐγώ,G1473,2462
131008,2Jean,1,2,καὶ,καί,G2532,9108
131009,2Jean,1,2,μεθ᾽,μετά,G3326,468
131010,2Jean,1,2,ἡμῶν,ἐγώ,G1473,2462
131011,2Jean,1,2,ἔσται,εἰμί,G1510,2458
131012,2Jean,1,2,εἰς,εἰς,G1519,1757
131013,2Jean,1,2,τὸν,ὁ,G3588,19785
131014,2Jean,1,2,αἰῶνα,αἰών,G0165,123
131015,2Jean,1,3,ἔσται,εἰμί,G1510,2458
131016,2Jean,1,3,μεθ᾽,μετά,G3326,468
131017,2Jean,1,3,ἡμῶν,ἐγώ,G1473,2462
131018,2Jean,1,3,χάρις,χάρις,G5485,154
131019,2Jean,1,3,ἔλεος,ἔλεος,G1656,27
131020,2Jean,1,3,εἰρήνη,εἰρήνη,G1515,92
131021,2Jean,1,3,παρὰ,παρά,G3844,194
131022,2Jean,1,3,θεοῦ,θεός,G2316,1311
131023,2Jean,1,3,πατρὸς,πατήρ,G3962,414
131024,2Jean,1,3,καὶ,καί,G2532,9108
131025,2Jean,1,3,παρὰ,παρά,G3844,194
131027,2Jean,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
131028,2Jean,1,3,Χριστοῦ,Χριστός,G5547,529
131029,2Jean,1,3,τοῦ,ὁ,G3588,19785
131030,2Jean,1,3,υἱοῦ,υἱός,G5207,372
131031,2Jean,1,3,τοῦ,ὁ,G3588,19785
131032,2Jean,1,3,πατρὸς,πατήρ,G3962,414
131033,2Jean,1,3,ἐν,ἐν,G1722,2728
131034,2Jean,1,3,ἀληθείᾳ,ἀλήθεια,G0225,108
131035,2Jean,1,3,καὶ,καί,G2532,9108
131036,2Jean,1,3,ἀγάπῃ,ἀγάπη,G0026,116
131037,2Jean,1,4,Ἐχάρην,χαίρω,G5463,74
131038,2Jean,1,4,λίαν,λίαν,G3029,12
131039,2Jean,1,4,ὅτι,ὅτι,G3754,1291
131040,2Jean,1,4,εὕρηκα,εὑρίσκω,G2147,176
131041,2Jean,1,4,ἐκ,ἐκ,G1537,912
131042,2Jean,1,4,τῶν,ὁ,G3588,19785
131043,2Jean,1,4,τέκνων,τέκνον,G5043,98
131044,2Jean,1,4,σου,σύ,G4771,2896
131045,2Jean,1,4,περιπατοῦντας,περιπατέω,G4043,95
131046,2Jean,1,4,ἐν,ἐν,G1722,2728
131047,2Jean,1,4,ἀληθείᾳ,ἀλήθεια,G0225,108
131048,2Jean,1,4,καθὼς,καθώς,G2531,182
131049,2Jean,1,4,ἐντολὴν,ἐντολή,G1785,68
131050,2Jean,1,4,ἐλάβομεν,λαμβάνω,G2983,257
131051,2Jean,1,4,παρὰ,παρά,G3844,194
131052,2Jean,1,4,τοῦ,ὁ,G3588,19785
131053,2Jean,1,4,πατρός,πατήρ,G3962,414
131054,2Jean,1,5,καὶ,καί,G2532,9108
131055,2Jean,1,5,νῦν,νῦν,G3568,144
131056,2Jean,1,5,ἐρωτῶ,ἐρωτάω,G2065,62
131057,2Jean,1,5,σε,σύ,G4771,2896
131058,2Jean,1,5,κυρία,Κυρία,G2959,2
131059,2Jean,1,5,οὐχ,οὐ,G3756,1667
131060,2Jean,1,5,ὡς,ὡς,G5613,501
131061,2Jean,1,5,ἐντολὴν,ἐντολή,G1785,68
131062,2Jean,1,5,καινὴν,καινός,G2537,41
131063,2Jean,1,5,γράφων,γράφω,G1125,190
131064,2Jean,1,5,σοι,σύ,G4771,2896
131065,2Jean,1,5,ἀλλ᾽,ἀλλά,G0235,638
131066,2Jean,1,5,ἣν,ὅς,G3739,1408
131067,2Jean,1,5,εἴχομεν,ἔχω,G2192,706
131068,2Jean,1,5,ἀπ᾽,ἀπό,G0575,640
131069,2Jean,1,5,ἀρχῆς,ἀρχή,G0746,55
131070,2Jean,1,5,ἵνα,ἵνα,G2443,668
131071,2Jean,1,5,ἀγαπῶμεν,ἀγαπάω,G0025,143
131072,2Jean,1,5,ἀλλήλους,ἀλλήλων,G0240,100
131073,2Jean,1,6,καὶ,καί,G2532,9108
131074,2Jean,1,6,αὕτη,οὗτος,G3778,1380
131075,2Jean,1,6,ἐστὶν,εἰμί,G1510,2458
131076,2Jean,1,6,ἡ,ὁ,G3588,19785
131077,2Jean,1,6,ἀγάπη,ἀγάπη,G0026,116
131078,2Jean,1,6,ἵνα,ἵνα,G2443,668
131079,2Jean,1,6,περιπατῶμεν,περιπατέω,G4043,95
131080,2Jean,1,6,κατὰ,κατά,G2596,472
131081,2Jean,1,6,τὰς,ὁ,G3588,19785
131082,2Jean,1,6,ἐντολὰς,ἐντολή,G1785,68
131083,2Jean,1,6,αὐτοῦ,αὐτός,G0846,5558
131084,2Jean,1,6,αὕτη,οὗτος,G3778,1380
131085,2Jean,1,6,ἡ,ὁ,G3588,19785
131086,2Jean,1,6,ἐντολή,ἐντολή,G1785,68
131087,2Jean,1,6,ἐστιν,εἰμί,G1510,2458
131088,2Jean,1,6,καθὼς,καθώς,G2531,182
131089,2Jean,1,6,ἠκούσατε,ἀκούω,G0191,426
131090,2Jean,1,6,ἀπ᾽,ἀπό,G0575,640
131091,2Jean,1,6,ἀρχῆς,ἀρχή,G0746,55
131092,2Jean,1,6,ἵνα,ἵνα,G2443,668
131093,2Jean,1,6,ἐν,ἐν,G1722,2728
131094,2Jean,1,6,αὐτῆ,αὐτός,G0846,5558
131095,2Jean,1,6,περιπατῆτε,περιπατέω,G4043,95
131096,2Jean,1,7,ὅτι,ὅτι,G3754,1291
131097,2Jean,1,7,πολλοὶ,πολύς,G4183,365
131098,2Jean,1,7,πλάνοι,πλάνος,G4108,5
131099,2Jean,1,7,ἐξῆλθον,ἐξέρχομαι,G1831,217
131100,2Jean,1,7,εἰς,εἰς,G1519,1757
131101,2Jean,1,7,τὸν,ὁ,G3588,19785
131102,2Jean,1,7,κόσμον,κόσμος,G2889,185
131103,2Jean,1,7,οἱ,ὁ,G3588,19785
131104,2Jean,1,7,μὴ,μή,G3361,1065
131105,2Jean,1,7,ὁμολογοῦντες,ὁμολογέω,G3670,26
131106,2Jean,1,7,Ἰησοῦν,Ἰησοῦς,G2424,910
131107,2Jean,1,7,Χριστὸν,Χριστός,G5547,529
131108,2Jean,1,7,ἐρχόμενον,ἔρχομαι,G2064,630
131109,2Jean,1,7,ἐν,ἐν,G1722,2728
131110,2Jean,1,7,σαρκί,σάρξ,G4561,147
131111,2Jean,1,7,οὗτός,οὗτος,G3778,1380
131112,2Jean,1,7,ἐστιν,εἰμί,G1510,2458
131113,2Jean,1,7,ὁ,ὁ,G3588,19785
131114,2Jean,1,7,πλάνος,πλάνος,G4108,5
131115,2Jean,1,7,καὶ,καί,G2532,9108
131116,2Jean,1,7,ὁ,ὁ,G3588,19785
131117,2Jean,1,7,ἀντίχριστος,ἀντίχριστος,G0500,5
131118,2Jean,1,8,βλέπετε,βλέπω,G0991,132
131119,2Jean,1,8,ἑαυτοὺς,ἑαυτοῦ,G1438,317
131120,2Jean,1,8,ἵνα,ἵνα,G2443,668
131121,2Jean,1,8,μὴ,μή,G3361,1065
131122,2Jean,1,8,ἀπολέσητε,ἀπολλύω,G0622,90
131123,2Jean,1,8,ἃ,ὅς,G3739,1408
131125,2Jean,1,8,ἀλλὰ,ἀλλά,G0235,638
131126,2Jean,1,8,μισθὸν,μισθός,G3408,29
131127,2Jean,1,8,πλήρη,πλήρης,G4134,16
131128,2Jean,1,8,ἀπολάβητε,ἀπολαμβάνω,G0618,10
131129,2Jean,1,9,πᾶς,πᾶς,G3956,1236
131130,2Jean,1,9,ὁ,ὁ,G3588,19785
131131,2Jean,1,9,προάγων,προάγω,G4254,19
131132,2Jean,1,9,καὶ,καί,G2532,9108
131133,2Jean,1,9,μὴ,μή,G3361,1065
131134,2Jean,1,9,μένων,μένω,G3306,118
131135,2Jean,1,9,ἐν,ἐν,G1722,2728
131136,2Jean,1,9,τῆ,ὁ,G3588,19785
131137,2Jean,1,9,διδαχῆ,διδαχή,G1322,30
131138,2Jean,1,9,τοῦ,ὁ,G3588,19785
131139,2Jean,1,9,Χριστοῦ,Χριστός,G5547,529
131140,2Jean,1,9,θεὸν,θεός,G2316,1311
131141,2Jean,1,9,οὐκ,οὐ,G3756,1667
131142,2Jean,1,9,ἔχει,ἔχω,G2192,706
131143,2Jean,1,9,ὁ,ὁ,G3588,19785
131144,2Jean,1,9,μένων,μένω,G3306,118
131145,2Jean,1,9,ἐν,ἐν,G1722,2728
131146,2Jean,1,9,τῆ,ὁ,G3588,19785
