tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
93272,1Corinthiens,1,2,ἐν,ἐν,G1722,2728
93273,1Corinthiens,1,2,παντὶ,πᾶς,G3956,1236
93274,1Corinthiens,1,2,τόπῳ,τόπος,G5117,94
93275,1Corinthiens,1,2,αὐτῶν,αὐτός,G0846,5558
93277,1Corinthiens,1,2,καὶ,καί,G2532,9108
93278,1Corinthiens,1,2,ἡμῶν,ἐγώ,G1473,2462
93279,1Corinthiens,1,3,χάρις,χάρις,G5485,154
93280,1Corinthiens,1,3,ὑμῖν,σύ,G4771,2896
93281,1Corinthiens,1,3,καὶ,καί,G2532,9108
93282,1Corinthiens,1,3,εἰρήνη,εἰρήνη,G1515,92
93283,1Corinthiens,1,3,ἀπὸ,ἀπό,G0575,640
93284,1Corinthiens,1,3,θεοῦ,θεός,G2316,1311
93285,1Corinthiens,1,3,πατρὸς,πατήρ,G3962,414
93286,1Corinthiens,1,3,ἡμῶν,ἐγώ,G1473,2462
93287,1Corinthiens,1,3,καὶ,καί,G2532,9108
93288,1Corinthiens,1,3,κυρίου,κύριος,G2962,716
93289,1Corinthiens,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
93290,1Corinthiens,1,3,Χριστοῦ,Χριστός,G5547,529
93291,1Corinthiens,1,4,Εὐχαριστῶ,εὐχαριστέω,G2168,38
93292,1Corinthiens,1,4,τῷ,ὁ,G3588,19785
93293,1Corinthiens,1,4,θεῷ,θεός,G2316,1311
93294,1Corinthiens,1,4,μου,ἐγώ,G1473,2462
93295,1Corinthiens,1,4,πάντοτε,πάντοτε,G3842,41
93296,1Corinthiens,1,4,περὶ,περί,G4012,331
93297,1Corinthiens,1,4,ὑμῶν,σύ,G4771,2896
93298,1Corinthiens,1,4,ἐπὶ,ἐπί,G1909,884
93299,1Corinthiens,1,4,τῆ,ὁ,G3588,19785
93300,1Corinthiens,1,4,χάριτι,χάρις,G5485,154
93301,1Corinthiens,1,4,τοῦ,ὁ,G3588,19785
93302,1Corinthiens,1,4,θεοῦ,θεός,G2316,1311
93303,1Corinthiens,1,4,τῆ,ὁ,G3588,19785
93304,1Corinthiens,1,4,δοθείσῃ,δίδωμι,G1325,409
93305,1Corinthiens,1,4,ὑμῖν,σύ,G4771,2896
93306,1Corinthiens,1,4,ἐν,ἐν,G1722,2728
93307,1Corinthiens,1,4,Χριστῷ,Χριστός,G5547,529
93308,1Corinthiens,1,4,Ἰησοῦ,Ἰησοῦς,G2424,910
93309,1Corinthiens,1,5,ὅτι,ὅτι,G3754,1291
93310,1Corinthiens,1,5,ἐν,ἐν,G1722,2728
93311,1Corinthiens,1,5,παντὶ,πᾶς,G3956,1236
93312,1Corinthiens,1,5,ἐπλουτίσθητε,πλουτίζω,G4148,3
93313,1Corinthiens,1,5,ἐν,ἐν,G1722,2728
93314,1Corinthiens,1,5,αὐτῷ,αὐτός,G0846,5558
93315,1Corinthiens,1,5,ἐν,ἐν,G1722,2728
93316,1Corinthiens,1,5,παντὶ,πᾶς,G3956,1236
93317,1Corinthiens,1,5,λόγῳ,λόγος,G3056,330
93318,1Corinthiens,1,5,καὶ,καί,G2532,9108
93319,1Corinthiens,1,5,πάσῃ,πᾶς,G3956,1236
93320,1Corinthiens,1,5,γνώσει,γνῶσις,G1108,29
93321,1Corinthiens,1,6,καθὼς,καθώς,G2531,182
93322,1Corinthiens,1,6,τὸ,ὁ,G3588,19785
93323,1Corinthiens,1,6,μαρτύριον,μαρτύριον,G3142,19
93324,1Corinthiens,1,6,τοῦ,ὁ,G3588,19785
93325,1Corinthiens,1,6,Χριστοῦ,Χριστός,G5547,529
93326,1Corinthiens,1,6,ἐβεβαιώθη,βεβαιόω,G0950,8
93327,1Corinthiens,1,6,ἐν,ἐν,G1722,2728
93328,1Corinthiens,1,6,ὑμῖν,σύ,G4771,2896
93329,1Corinthiens,1,7,ὥστε,ὥστε,G5620,83
93330,1Corinthiens,1,7,ὑμᾶς,σύ,G4771,2896
93331,1Corinthiens,1,7,μὴ,μή,G3361,1065
93332,1Corinthiens,1,7,ὑστερεῖσθαι,ὑστερέω,G5302,16
93333,1Corinthiens,1,7,ἐν,ἐν,G1722,2728
93334,1Corinthiens,1,7,μηδενὶ,μηδείς,G3367,90
93335,1Corinthiens,1,7,χαρίσματι,χάρισμα,G5486,17
93336,1Corinthiens,1,7,ἀπεκδεχομένους,ἀπεκδέχομαι,G0553,8
93337,1Corinthiens,1,7,τὴν,ὁ,G3588,19785
93338,1Corinthiens,1,7,ἀποκάλυψιν,ἀποκάλυψις,G0602,18
93339,1Corinthiens,1,7,τοῦ,ὁ,G3588,19785
93340,1Corinthiens,1,7,κυρίου,κύριος,G2962,716
93341,1Corinthiens,1,7,ἡμῶν,ἐγώ,G1473,2462
93342,1Corinthiens,1,7,Ἰησοῦ,Ἰησοῦς,G2424,910
93343,1Corinthiens,1,7,Χριστοῦ,Χριστός,G5547,529
93344,1Corinthiens,1,8,ὃς,ὅς,G3739,1408
93345,1Corinthiens,1,8,καὶ,καί,G2532,9108
93346,1Corinthiens,1,8,βεβαιώσει,βεβαιόω,G0950,8
93347,1Corinthiens,1,8,ὑμᾶς,σύ,G4771,2896
93348,1Corinthiens,1,8,ἕως,ἕως,G2193,145
93349,1Corinthiens,1,8,τέλους,τέλος,G5056,40
93350,1Corinthiens,1,8,ἀνεγκλήτους,ἀνέγκλητος,G0410,5
93351,1Corinthiens,1,8,ἐν,ἐν,G1722,2728
93352,1Corinthiens,1,8,τῆ,ὁ,G3588,19785
93353,1Corinthiens,1,8,ἡμέρᾳ,ἡμέρα,G2250,388
93354,1Corinthiens,1,8,τοῦ,ὁ,G3588,19785
93355,1Corinthiens,1,8,κυρίου,κύριος,G2962,716
93356,1Corinthiens,1,8,ἡμῶν,ἐγώ,G1473,2462
93357,1Corinthiens,1,8,Ἰησοῦ,Ἰησοῦς,G2424,910
93358,1Corinthiens,1,8,Χριστοῦ,Χριστός,G5547,529
93359,1Corinthiens,1,9,Πιστὸς,πιστός,G4103,66
93360,1Corinthiens,1,9,ὁ,ὁ,G3588,19785
93361,1Corinthiens,1,9,θεός,θεός,G2316,1311
93362,1Corinthiens,1,9,δι᾽,διά,G1223,666
93363,1Corinthiens,1,9,οὗ,ὅς,G3739,1408
93364,1Corinthiens,1,9,ἐκλήθητε,καλέω,G2564,148
93365,1Corinthiens,1,9,εἰς,εἰς,G1519,1757
93366,1Corinthiens,1,9,κοινωνίαν,κοινωνία,G2842,19
93367,1Corinthiens,1,9,τοῦ,ὁ,G3588,19785
93368,1Corinthiens,1,9,υἱοῦ,υἱός,G5207,372
93369,1Corinthiens,1,9,αὐτοῦ,αὐτός,G0846,5558
93370,1Corinthiens,1,9,Ἰησοῦ,Ἰησοῦς,G2424,910
93371,1Corinthiens,1,9,Χριστοῦ,Χριστός,G5547,529
93372,1Corinthiens,1,9,τοῦ,ὁ,G3588,19785
93373,1Corinthiens,1,9,κυρίου,κύριος,G2962,716
93374,1Corinthiens,1,9,ἡμῶν,ἐγώ,G1473,2462
93375,1Corinthiens,1,10,Παρακαλῶ,παρακαλέω,G3870,108
93376,1Corinthiens,1,10,δὲ,δέ,G1161,2771
93377,1Corinthiens,1,10,ὑμᾶς,σύ,G4771,2896
93378,1Corinthiens,1,10,ἀδελφοί,ἀδελφός,G0080,343
93379,1Corinthiens,1,10,διὰ,διά,G1223,666
93380,1Corinthiens,1,10,τοῦ,ὁ,G3588,19785
93381,1Corinthiens,1,10,ὀνόματος,ὄνομα,G3686,229
93382,1Corinthiens,1,10,τοῦ,ὁ,G3588,19785
93383,1Corinthiens,1,10,κυρίου,κύριος,G2962,716
93384,1Corinthiens,1,10,ἡμῶν,ἐγώ,G1473,2462
93385,1Corinthiens,1,10,Ἰησοῦ,Ἰησοῦς,G2424,910
93386,1Corinthiens,1,10,Χριστοῦ,Χριστός,G5547,529
93387,1Corinthiens,1,10,ἵνα,ἵνα,G2443,668
93388,1Corinthiens,1,10,τὸ,ὁ,G3588,19785
93389,1Corinthiens,1,10,αὐτὸ,αὐτός,G0846,5558
93390,1Corinthiens,1,10,λέγητε,λέγω,G3004,1318
93391,1Corinthiens,1,10,πάντες,πᾶς,G3956,1236
93392,1Corinthiens,1,10,καὶ,καί,G2532,9108
93393,1Corinthiens,1,10,μὴ,μή,G3361,1065
93394,1Corinthiens,1,10,ᾖ,εἰμί,G1510,2458
93395,1Corinthiens,1,10,ἐν,ἐν,G1722,2728
93396,1Corinthiens,1,10,ὑμῖν,σύ,G4771,2896
93397,1Corinthiens,1,10,σχίσματα,σχίσμα,G4978,8
93398,1Corinthiens,1,10,ἦτε,εἰμί,G1510,2458
93399,1Corinthiens,1,10,δὲ,δέ,G1161,2771
93400,1Corinthiens,1,10,κατηρτισμένοι,καταρτίζω,G2675,13
93401,1Corinthiens,1,10,ἐν,ἐν,G1722,2728
93402,1Corinthiens,1,10,τῷ,ὁ,G3588,19785
93403,1Corinthiens,1,10,αὐτῷ,αὐτός,G0846,5558
93404,1Corinthiens,1,10,νοῒ,νοῦς,G3563,24
93405,1Corinthiens,1,10,καὶ,καί,G2532,9108
93406,1Corinthiens,1,10,ἐν,ἐν,G1722,2728
93407,1Corinthiens,1,10,τῆ,ὁ,G3588,19785
93408,1Corinthiens,1,10,αὐτῆ,αὐτός,G0846,5558
93409,1Corinthiens,1,10,γνώμῃ,γνώμη,G1106,9
93410,1Corinthiens,1,11,Ἐδηλώθη,δηλόω,G1213,7
93411,1Corinthiens,1,11,γάρ,γάρ,G1063,1039
93412,1Corinthiens,1,11,μοι,ἐγώ,G1473,2462
93413,1Corinthiens,1,11,περὶ,περί,G4012,331
93414,1Corinthiens,1,11,ὑμῶν,σύ,G4771,2896
93415,1Corinthiens,1,11,ἀδελφοί,ἀδελφός,G0080,343
93416,1Corinthiens,1,11,μου,ἐγώ,G1473,2462
93417,1Corinthiens,1,11,ὑπὸ,ὑπό,G5259,219
93418,1Corinthiens,1,11,τῶν,ὁ,G3588,19785
93419,1Corinthiens,1,11,Χλόης,Χλόη,G5514,1
93420,1Corinthiens,1,11,ὅτι,ὅτι,G3754,1291
93421,1Corinthiens,1,11,ἔριδες,ἔρις,G2054,8
93422,1Corinthiens,1,11,ἐν,ἐν,G1722,2728
93423,1Corinthiens,1,11,ὑμῖν,σύ,G4771,2896
93424,1Corinthiens,1,11,εἰσιν,εἰμί,G1510,2458
93425,1Corinthiens,1,12,λέγω,λέγω,G3004,1318
93426,1Corinthiens,1,12,δὲ,δέ,G1161,2771
93427,1Corinthiens,1,12,τοῦτο,οὗτος,G3778,1380
93428,1Corinthiens,1,12,ὅτι,ὅτι,G3754,1291
93429,1Corinthiens,1,12,ἕκαστος,ἕκαστος,G1538,81
93430,1Corinthiens,1,12,ὑμῶν,σύ,G4771,2896
93431,1Corinthiens,1,12,λέγει,λέγω,G3004,1318
93432,1Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
93433,1Corinthiens,1,12,μέν,μέν,G3303,178
93434,1Corinthiens,1,12,εἰμι,εἰμί,G1510,2458
93435,1Corinthiens,1,12,Παύλου,Παῦλος,G3972,158
93436,1Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
93437,1Corinthiens,1,12,δὲ,δέ,G1161,2771
93438,1Corinthiens,1,12,Ἀπολλῶ,Ἀπολλῶς,G0625,10
93439,1Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
93440,1Corinthiens,1,12,δὲ,δέ,G1161,2771
93441,1Corinthiens,1,12,Κηφᾶ,Κηφᾶς,G2786,9
93442,1Corinthiens,1,12,ἐγὼ,ἐγώ,G1473,2462
93443,1Corinthiens,1,12,δὲ,δέ,G1161,2771
93444,1Corinthiens,1,12,Χριστοῦ,Χριστός,G5547,529
93445,1Corinthiens,1,13,μεμέρισται,μερίζω,G3307,14
93446,1Corinthiens,1,13,ὁ,ὁ,G3588,19785
93447,1Corinthiens,1,13,Χριστός,Χριστός,G5547,529
93448,1Corinthiens,1,13,μὴ,μή,G3361,1065
93449,1Corinthiens,1,13,Παῦλος,Παῦλος,G3972,158
93450,1Corinthiens,1,13,ἐσταυρώθη,σταυρόω,G4717,46
93451,1Corinthiens,1,13,ὑπὲρ,ὑπέρ,G5228,153
93452,1Corinthiens,1,13,ὑμῶν,σύ,G4771,2896
93453,1Corinthiens,1,13,ἢ,ἤ,G2228,346
93454,1Corinthiens,1,13,εἰς,εἰς,G1519,1757
93455,1Corinthiens,1,13,τὸ,ὁ,G3588,19785
93456,1Corinthiens,1,13,ὄνομα,ὄνομα,G3686,229
93457,1Corinthiens,1,13,Παύλου,Παῦλος,G3972,158
93458,1Corinthiens,1,13,ἐβαπτίσθητε,βαπτίζω,G0907,76
93459,1Corinthiens,1,14,εὐχαριστῶ,εὐχαριστέω,G2168,38
93462,1Corinthiens,1,14,ὅτι,ὅτι,G3754,1291
93463,1Corinthiens,1,14,οὐδένα,οὐδείς,G3762,232
93464,1Corinthiens,1,14,ὑμῶν,σύ,G4771,2896
93465,1Corinthiens,1,14,ἐβάπτισα,βαπτίζω,G0907,76
93466,1Corinthiens,1,14,εἰ,εἰ,G1487,506
93467,1Corinthiens,1,14,μὴ,μή,G3361,1065
93468,1Corinthiens,1,14,Κρίσπον,Κρίσπος,G2921,2
93469,1Corinthiens,1,14,καὶ,καί,G2532,9108
93470,1Corinthiens,1,14,Γάϊον,Γάϊος,G1050,5
93471,1Corinthiens,1,15,ἵνα,ἵνα,G2443,668
93472,1Corinthiens,1,15,μή,μή,G3361,1065
93473,1Corinthiens,1,15,τις,τις,G5100,525
93474,1Corinthiens,1,15,εἴπῃ,ἔπω,G2036,929
93475,1Corinthiens,1,15,ὅτι,ὅτι,G3754,1291
93476,1Corinthiens,1,15,εἰς,εἰς,G1519,1757
93477,1Corinthiens,1,15,τὸ,ὁ,G3588,19785
93478,1Corinthiens,1,15,ἐμὸν,ἐμός,G1699,72
93479,1Corinthiens,1,15,ὄνομα,ὄνομα,G3686,229
93480,1Corinthiens,1,15,ἐβαπτίσθητε,βαπτίζω,G0907,76
93481,1Corinthiens,1,16,ἐβάπτισα,βαπτίζω,G0907,76
93482,1Corinthiens,1,16,δὲ,δέ,G1161,2771
93483,1Corinthiens,1,16,καὶ,καί,G2532,9108
93484,1Corinthiens,1,16,τὸν,ὁ,G3588,19785
93485,1Corinthiens,1,16,Στεφανᾶ,Στεφανᾶς,G4734,3
93486,1Corinthiens,1,16,οἶκον,οἶκος,G3624,112
93487,1Corinthiens,1,16,λοιπὸν,λοιπόν,G3063,13
93488,1Corinthiens,1,16,οὐκ,οὐ,G3756,1667
93489,1Corinthiens,1,16,οἶδα,εἴδω,G6063,280
93490,1Corinthiens,1,16,εἴ,εἰ,G1487,506
93491,1Corinthiens,1,16,τινα,τις,G5100,525
93492,1Corinthiens,1,16,ἄλλον,ἄλλος,G0243,154
93493,1Corinthiens,1,16,ἐβάπτισα,βαπτίζω,G0907,76
93494,1Corinthiens,1,17,οὐ,οὐ,G3756,1667
93495,1Corinthiens,1,17,γὰρ,γάρ,G1063,1039
93496,1Corinthiens,1,17,ἀπέστειλέν,ἀποστέλλω,G0649,131
93497,1Corinthiens,1,17,με,ἐγώ,G1473,2462
93498,1Corinthiens,1,17,Χριστὸς,Χριστός,G5547,529
93499,1Corinthiens,1,17,βαπτίζειν,βαπτίζω,G0907,76
93500,1Corinthiens,1,17,ἀλλ᾽,ἀλλά,G0235,638
93501,1Corinthiens,1,17,εὐαγγελίζεσθαι,εὐαγγελίζομαι,G2097,53
93502,1Corinthiens,1,17,οὐκ,οὐ,G3756,1667
93503,1Corinthiens,1,17,ἐν,ἐν,G1722,2728
93504,1Corinthiens,1,17,σοφίᾳ,σοφία,G4678,51
93505,1Corinthiens,1,17,λόγου,λόγος,G3056,330
93506,1Corinthiens,1,17,ἵνα,ἵνα,G2443,668
93507,1Corinthiens,1,17,μὴ,μή,G3361,1065
93508,1Corinthiens,1,17,κενωθῆ,κενόω,G2758,5
93509,1Corinthiens,1,17,ὁ,ὁ,G3588,19785
93510,1Corinthiens,1,17,σταυρὸς,σταυρός,G4716,27
93511,1Corinthiens,1,17,τοῦ,ὁ,G3588,19785
93512,1Corinthiens,1,17,Χριστοῦ,Χριστός,G5547,529
93513,1Corinthiens,1,18,Ὁ,ὁ,G3588,19785
93514,1Corinthiens,1,18,λόγος,λόγος,G3056,330
93515,1Corinthiens,1,18,γὰρ,γάρ,G1063,1039
93516,1Corinthiens,1,18,ὁ,ὁ,G3588,19785
93517,1Corinthiens,1,18,τοῦ,ὁ,G3588,19785
93518,1Corinthiens,1,18,σταυροῦ,σταυρός,G4716,27
93519,1Corinthiens,1,18,τοῖς,ὁ,G3588,19785
93520,1Corinthiens,1,18,μὲν,μέν,G3303,178
93521,1Corinthiens,1,18,ἀπολλυμένοις,ἀπολλύω,G0622,90
93522,1Corinthiens,1,18,μωρία,μωρία,G3472,5
93523,1Corinthiens,1,18,ἐστίν,εἰμί,G1510,2458
93524,1Corinthiens,1,18,τοῖς,ὁ,G3588,19785
93525,1Corinthiens,1,18,δὲ,δέ,G1161,2771
93526,1Corinthiens,1,18,σῳζομένοις,σῴζω,G4982,106
93527,1Corinthiens,1,18,ἡμῖν,ἐγώ,G1473,2462
93528,1Corinthiens,1,18,δύναμις,δύναμις,G1411,119
93529,1Corinthiens,1,18,θεοῦ,θεός,G2316,1311
93530,1Corinthiens,1,18,ἐστιν,εἰμί,G1510,2458
93531,1Corinthiens,1,19,γέγραπται,γράφω,G1125,190
93532,1Corinthiens,1,19,γάρ,γάρ,G1063,1039
93533,1Corinthiens,1,19,ἀπολῶ,ἀπολλύω,G0622,90
93534,1Corinthiens,1,19,τὴν,ὁ,G3588,19785
93535,1Corinthiens,1,19,σοφίαν,σοφία,G4678,51
93536,1Corinthiens,1,19,τῶν,ὁ,G3588,19785
93537,1Corinthiens,1,19,σοφῶν,σοφός,G4680,20
93538,1Corinthiens,1,19,καὶ,καί,G2532,9108
93539,1Corinthiens,1,19,τὴν,ὁ,G3588,19785
93540,1Corinthiens,1,19,σύνεσιν,σύνεσις,G4907,7
93541,1Corinthiens,1,19,τῶν,ὁ,G3588,19785
93542,1Corinthiens,1,19,συνετῶν,συνετός,G4908,4
93543,1Corinthiens,1,19,ἀθετήσω,ἀθετέω,G0114,16
93544,1Corinthiens,1,20,ποῦ,ποῦ,G4226,47
93545,1Corinthiens,1,20,σοφός,σοφός,G4680,20
93546,1Corinthiens,1,20,ποῦ,ποῦ,G4226,47
93547,1Corinthiens,1,20,γραμματεύς,γραμματεύς,G1122,62
93548,1Corinthiens,1,20,ποῦ,ποῦ,G4226,47
93549,1Corinthiens,1,20,συζητητὴς,συζητητής,G4804,1
93550,1Corinthiens,1,20,τοῦ,ὁ,G3588,19785
93551,1Corinthiens,1,20,αἰῶνος,αἰών,G0165,123
93552,1Corinthiens,1,20,τούτου,οὗτος,G3778,1380
93553,1Corinthiens,1,20,οὐχὶ,οὐχί,G3780,53
93554,1Corinthiens,1,20,ἐμώρανεν,μωραίνω,G3471,4
93555,1Corinthiens,1,20,ὁ,ὁ,G3588,19785
93556,1Corinthiens,1,20,θεὸς,θεός,G2316,1311
93557,1Corinthiens,1,20,τὴν,ὁ,G3588,19785
93558,1Corinthiens,1,20,σοφίαν,σοφία,G4678,51
93559,1Corinthiens,1,20,τοῦ,ὁ,G3588,19785
93560,1Corinthiens,1,20,κόσμου,κόσμος,G2889,185
93562,1Corinthiens,1,21,ἐπειδὴ,ἐπειδή,G1894,10
93563,1Corinthiens,1,21,γὰρ,γάρ,G1063,1039
93564,1Corinthiens,1,21,ἐν,ἐν,G1722,2728
93565,1Corinthiens,1,21,τῆ,ὁ,G3588,19785
93566,1Corinthiens,1,21,σοφίᾳ,σοφία,G4678,51
93567,1Corinthiens,1,21,τοῦ,ὁ,G3588,19785
93568,1Corinthiens,1,21,θεοῦ,θεός,G2316,1311
93569,1Corinthiens,1,21,οὐκ,οὐ,G3756,1667
93570,1Corinthiens,1,21,ἔγνω,γινώσκω,G1097,218
93571,1Corinthiens,1,21,ὁ,ὁ,G3588,19785
93572,1Corinthiens,1,21,κόσμος,κόσμος,G2889,185
93573,1Corinthiens,1,21,διὰ,διά,G1223,666
93574,1Corinthiens,1,21,τῆς,ὁ,G3588,19785
93575,1Corinthiens,1,21,σοφίας,σοφία,G4678,51
93576,1Corinthiens,1,21,τὸν,ὁ,G3588,19785
93577,1Corinthiens,1,21,θεόν,θεός,G2316,1311
93578,1Corinthiens,1,21,εὐδόκησεν,εὐδοκέω,G2106,21
93579,1Corinthiens,1,21,ὁ,ὁ,G3588,19785
93580,1Corinthiens,1,21,θεὸς,θεός,G2316,1311
93581,1Corinthiens,1,21,διὰ,διά,G1223,666
93582,1Corinthiens,1,21,τῆς,ὁ,G3588,19785
93583,1Corinthiens,1,21,μωρίας,μωρία,G3472,5
93584,1Corinthiens,1,21,τοῦ,ὁ,G3588,19785
93585,1Corinthiens,1,21,κηρύγματος,κήρυγμα,G2782,8
93586,1Corinthiens,1,21,σῶσαι,σῴζω,G4982,106
93587,1Corinthiens,1,21,τοὺς,ὁ,G3588,19785
93588,1Corinthiens,1,21,πιστεύοντας,πιστεύω,G4100,238
93589,1Corinthiens,1,22,ἐπειδὴ,ἐπειδή,G1894,10
93590,1Corinthiens,1,22,καὶ,καί,G2532,9108
93591,1Corinthiens,1,22,Ἰουδαῖοι,Ἰουδαῖος,G2453,194
93592,1Corinthiens,1,22,σημεῖα,σημεῖον,G4592,77
93593,1Corinthiens,1,22,αἰτοῦσιν,αἰτέω,G0154,70
93594,1Corinthiens,1,22,καὶ,καί,G2532,9108
93595,1Corinthiens,1,22,Ἕλληνες,Ἕλλην,G1672,25
93596,1Corinthiens,1,22,σοφίαν,σοφία,G4678,51
93597,1Corinthiens,1,22,ζητοῦσιν,ζητέω,G2212,116
93598,1Corinthiens,1,23,ἡμεῖς,ἐγώ,G1473,2462
93599,1Corinthiens,1,23,δὲ,δέ,G1161,2771
93600,1Corinthiens,1,23,κηρύσσομεν,κηρύσσω,G2784,61
93601,1Corinthiens,1,23,Χριστὸν,Χριστός,G5547,529
93602,1Corinthiens,1,23,ἐσταυρωμένον,σταυρόω,G4717,46
93603,1Corinthiens,1,23,Ἰουδαίοις,Ἰουδαῖος,G2453,194
93604,1Corinthiens,1,23,μὲν,μέν,G3303,178
93605,1Corinthiens,1,23,σκάνδαλον,σκάνδαλον,G4625,15
93606,1Corinthiens,1,23,ἔθνεσιν,ἔθνος,G1484,163
93607,1Corinthiens,1,23,δὲ,δέ,G1161,2771
93608,1Corinthiens,1,23,μωρίαν,μωρία,G3472,5
93609,1Corinthiens,1,24,αὐτοῖς,αὐτός,G0846,5558
93610,1Corinthiens,1,24,δὲ,δέ,G1161,2771
93611,1Corinthiens,1,24,τοῖς,ὁ,G3588,19785
93612,1Corinthiens,1,24,κλητοῖς,κλητός,G2822,10
93613,1Corinthiens,1,24,Ἰουδαίοις,Ἰουδαῖος,G2453,194
93614,1Corinthiens,1,24,τε,τε,G5037,212
93615,1Corinthiens,1,24,καὶ,καί,G2532,9108
93616,1Corinthiens,1,24,Ἕλλησιν,Ἕλλην,G1672,25
93617,1Corinthiens,1,24,Χριστὸν,Χριστός,G5547,529
93618,1Corinthiens,1,24,θεοῦ,θεός,G2316,1311
93619,1Corinthiens,1,24,δύναμιν,δύναμις,G1411,119
93620,1Corinthiens,1,24,καὶ,καί,G2532,9108
93621,1Corinthiens,1,24,θεοῦ,θεός,G2316,1311
93622,1Corinthiens,1,24,σοφίαν,σοφία,G4678,51
93623,1Corinthiens,1,25,ὅτι,ὅτι,G3754,1291
93624,1Corinthiens,1,25,τὸ,ὁ,G3588,19785
93625,1Corinthiens,1,25,μωρὸν,μωρός,G3474,12
93626,1Corinthiens,1,25,τοῦ,ὁ,G3588,19785
93627,1Corinthiens,1,25,θεοῦ,θεός,G2316,1311
93628,1Corinthiens,1,25,σοφώτερον,σοφός,G4680,20
93629,1Corinthiens,1,25,τῶν,ὁ,G3588,19785
93630,1Corinthiens,1,25,ἀνθρώπων,ἄνθρωπος,G0444,549
93631,1Corinthiens,1,25,ἐστὶν,εἰμί,G1510,2458
93632,1Corinthiens,1,25,καὶ,καί,G2532,9108
93633,1Corinthiens,1,25,τὸ,ὁ,G3588,19785
93634,1Corinthiens,1,25,ἀσθενὲς,ἀσθενής,G0772,26
93635,1Corinthiens,1,25,τοῦ,ὁ,G3588,19785
93636,1Corinthiens,1,25,θεοῦ,θεός,G2316,1311
93637,1Corinthiens,1,25,ἰσχυρότερον,ἰσχυρός,G2478,29
93638,1Corinthiens,1,25,τῶν,ὁ,G3588,19785
93639,1Corinthiens,1,25,ἀνθρώπων,ἄνθρωπος,G0444,549
93641,1Corinthiens,1,26,Βλέπετε,βλέπω,G0991,132
93642,1Corinthiens,1,26,γὰρ,γάρ,G1063,1039
93643,1Corinthiens,1,26,τὴν,ὁ,G3588,19785
93644,1Corinthiens,1,26,κλῆσιν,κλῆσις,G2821,11
93645,1Corinthiens,1,26,ὑμῶν,σύ,G4771,2896
