w,book,chapter,verse,orig,lex,strong,freq
131185,1Rois,9,19,בִּירוּשָׁלִַ֙ם֙,,H3389,643.0
131186,1Rois,9,19,וּבַלְּבָנ֔וֹן,לְבָנוֹן,H3844,71.0
131187,1Rois,9,19,וּבְכֹ֖ל,כֹּל,H3605,5415.0
131188,1Rois,9,19,אֶ֥רֶץ,אֶ֫רֶץ,H0776,2504.0
131189,1Rois,9,19,מֶמְשַׁלְתּֽוֹ׃,מֶמְשָׁלָה,H4475,17.0
131190,1Rois,9,20,כָּל־,כֹּל,H3605,5415.0
131191,1Rois,9,20,הָ֠עָם,עַם,H5971,1872.0
131192,1Rois,9,20,הַנּוֹתָ֨ר,יָתַר,H3498,106.0
131193,1Rois,9,20,מִן־,מִן־,H4480,1188.0
131194,1Rois,9,20,הָאֱמֹרִ֜י,אֱמֹרִי,H0567,87.0
131195,1Rois,9,20,הַחִתִּ֤י,חִתִּי,H2850,48.0
131196,1Rois,9,20,הַפְּרִזִּי֙,פְּרִזִּי,H6522,23.0
131197,1Rois,9,20,הַחִוִּ֣י,חִוִּי,H2340,25.0
131198,1Rois,9,20,וְהַיְבוּסִ֔י,יְבוּסִי,H2983,41.0
131199,1Rois,9,20,אֲשֶׁ֛ר,אֲשֶׁר,H0834,5499.0
131200,1Rois,9,20,לֹֽא־,לֹא,H3808,5170.0
131201,1Rois,9,20,מִבְּנֵ֥י,בֵּן,H1121,4959.0
131202,1Rois,9,20,יִשְׂרָאֵ֖ל,יִשְׂרָאֵל,H3478,2508.0
131203,1Rois,9,20,הֵֽמָּה׃,הֵ֫מָּה,H1992,552.0
131204,1Rois,9,21,בְּנֵיהֶ֗ם,בֵּן,H1121,4959.0
131205,1Rois,9,21,אֲשֶׁ֨ר,אֲשֶׁר,H0834,5499.0
131206,1Rois,9,21,נֹתְר֤וּ,יָתַר,H3498,106.0
131207,1Rois,9,21,אַחֲרֵיהֶם֙,אַחַר,H0310,716.0
131208,1Rois,9,21,בָּאָ֔רֶץ,אֶ֫רֶץ,H0776,2504.0
131209,1Rois,9,21,אֲשֶׁ֧ר,אֲשֶׁר,H0834,5499.0
131210,1Rois,9,21,לֹֽא־,לֹא,H3808,5170.0
131211,1Rois,9,21,יָכְל֛וּ,יָכֹל,H3201,194.0
131212,1Rois,9,21,בְּנֵ֥י,בֵּן,H1121,4959.0
131213,1Rois,9,21,יִשְׂרָאֵ֖ל,יִשְׂרָאֵל,H3478,2508.0
131214,1Rois,9,21,לְהַֽחֲרִימָ֑ם,חָרַם,H2763,52.0
131215,1Rois,9,21,וַיַּעֲלֵ֤ם,עָלָה,H5927,890.0
131216,1Rois,9,21,שְׁלֹמֹה֙,שְׁלֹמֹה,H8010,293.0
131217,1Rois,9,21,לְמַס־,מַס,H4522,23.0
131218,1Rois,9,21,עֹבֵ֔ד,עָבַד,H5647,288.0
131219,1Rois,9,21,עַ֖ד,עַד,H5704,1261.0
131220,1Rois,9,21,הַיּ֥וֹם,יוֹם,H3117,2306.0
131221,1Rois,9,21,הַזֶּֽה׃,זֶה,H2088,1179.0
131222,1Rois,9,22,וּמִבְּנֵי֙,בֵּן,H1121,4959.0
131223,1Rois,9,22,יִשְׂרָאֵ֔ל,יִשְׂרָאֵל,H3478,2508.0
131224,1Rois,9,22,לֹֽא־,לֹא,H3808,5170.0
131225,1Rois,9,22,נָתַ֥ן,נָתַן,H5414,2011.0
131226,1Rois,9,22,שְׁלֹמֹ֖ה,שְׁלֹמֹה,H8010,293.0
131227,1Rois,9,22,עָ֑בֶד,עֶ֫בֶד,H5650,801.0
131228,1Rois,9,22,כִּי־,כִּי,H3588,4483.0
131229,1Rois,9,22,הֵ֞ם,הֵ֫מָּה,H1992,552.0
131230,1Rois,9,22,אַנְשֵׁ֣י,אֱנוֹשׁ,H0582,566.0
131231,1Rois,9,22,הַמִּלְחָמָ֗ה,מִלְחָמָה,H4421,320.0
131232,1Rois,9,22,וַעֲבָדָיו֙,עֶ֫בֶד,H5650,801.0
131233,1Rois,9,22,וְשָׂרָ֣יו,שַׂר,H8269,421.0
131234,1Rois,9,22,וְשָׁלִשָׁ֔יו,שָׁלִישׁ,H7991,20.0
131235,1Rois,9,22,וְשָׂרֵ֥י,שַׂר,H8269,421.0
131236,1Rois,9,22,רִכְבּ֖וֹ,רֶ֫כֶב,H7393,119.0
131237,1Rois,9,22,וּפָרָשָֽׁיו׃ ס,פָּרָשׁ,H6571,57.0
131238,1Rois,9,23,אֵ֣לֶּה׀,אֵ֫לֶּה,H0428,746.0
131239,1Rois,9,23,שָׂרֵ֣י,שַׂר,H8269,421.0
131240,1Rois,9,23,הַנִּצָּבִ֗ים,נָצַב,H5324,75.0
131241,1Rois,9,23,אֲשֶׁ֤ר,אֲשֶׁר,H0834,5499.0
131242,1Rois,9,23,עַל־,עַל,H5921,5774.0
131243,1Rois,9,23,הַמְּלָאכָה֙,מְלָאכָה,H4399,167.0
131244,1Rois,9,23,לִשְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
131245,1Rois,9,23,חֲמִשִּׁ֖ים,חֲמִשִּׁים,H2572,163.0
131246,1Rois,9,23,וַחֲמֵ֣שׁ,חָמֵשׁ,H2568,343.0
131247,1Rois,9,23,מֵא֑וֹת,מֵאָה,H3967,581.0
131248,1Rois,9,23,הָרֹדִ֣ים,רָדָה,H7287,26.0
131249,1Rois,9,23,בָּעָ֔ם,עַם,H5971,1872.0
131250,1Rois,9,23,הָעֹשִׂ֖ים,עָשָׂה,H6213,2629.0
131251,1Rois,9,23,בַּמְּלָאכָֽה׃,מְלָאכָה,H4399,167.0
131252,1Rois,9,24,אַ֣ךְ,אַךְ,H0389,161.0
131253,1Rois,9,24,בַּת־,בַּת,H1323,588.0
131254,1Rois,9,24,פַּרְעֹ֗ה,פַּרְעֹה,H6547,274.0
131255,1Rois,9,24,עָֽלְתָה֙,עָלָה,H5927,890.0
131256,1Rois,9,24,מֵעִ֣יר,עִיר,H5892,1089.0
131257,1Rois,9,24,דָּוִ֔ד,דָּוִד,H1732,1075.0
131258,1Rois,9,24,אֶל־,אֶל,H0413,5515.0
131259,1Rois,9,24,בֵּיתָ֖הּ,בַּ֫יִת,H1004,2049.0
131260,1Rois,9,24,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
131261,1Rois,9,24,בָּֽנָה־,בָּנָה,H1129,376.0
131262,1Rois,9,24,לָ֑הּ,,H9034,490.0
131263,1Rois,9,24,אָ֖ז,אָז,H0227,141.0
131264,1Rois,9,24,בָּנָ֥ה,בָּנָה,H1129,376.0
131265,1Rois,9,24,אֶת־,אֵת,H0853,10946.0
131266,1Rois,9,24,הַמִּלּֽוֹא׃,מִלּוֹא,H4407,6.0
131267,1Rois,9,25,וְהֶעֱלָ֣ה,עָלָה,H5927,890.0
131268,1Rois,9,25,שְׁלֹמֹ֡ה,שְׁלֹמֹה,H8010,293.0
131269,1Rois,9,25,שָׁלֹשׁ֩,שָׁלֹשׁ,H7969,432.0
131270,1Rois,9,25,פְּעָמִ֨ים,פַּ֫עַם,H6471,118.0
131271,1Rois,9,25,בַּשָּׁנָ֜ה,שָׁנָה,H8141,877.0
131272,1Rois,9,25,עֹל֣וֹת,עֹלָה,H5930,287.0
131273,1Rois,9,25,וּשְׁלָמִ֗ים,שֶׁ֫לֶם,H8002,87.0
131274,1Rois,9,25,עַל־,עַל,H5921,5774.0
131275,1Rois,9,25,הַמִּזְבֵּ֙חַ֙,מִזְבֵּחַ,H4196,401.0
131276,1Rois,9,25,אֲשֶׁ֣ר,אֲשֶׁר,H0834,5499.0
131277,1Rois,9,25,בָּנָ֣ה,בָּנָה,H1129,376.0
131278,1Rois,9,25,לַיהוָ֔ה,יהוה,H3068,6528.0
131279,1Rois,9,25,וְהַקְטֵ֣יר,קָטַר,H6999,116.0
131280,1Rois,9,25,אִתּ֔וֹ,אֵת,H0854,929.0
131281,1Rois,9,25,אֲשֶׁ֖ר,אֲשֶׁר,H0834,5499.0
131282,1Rois,9,25,לִפְנֵ֣י,פָּנֶה,H6440,2127.0
131283,1Rois,9,25,יְהוָ֑ה,יהוה,H3068,6528.0
131284,1Rois,9,25,וְשִׁלַּ֖ם,שָׁלֵם,H7999,116.0
131285,1Rois,9,25,אֶת־,אֵת,H0853,10946.0
131286,1Rois,9,25,הַבָּֽיִת׃,בַּ֫יִת,H1004,2049.0
131287,1Rois,9,26,וָאֳנִ֡י,אֳנִי,H0590,7.0
131288,1Rois,9,26,עָשָׂה֩,עָשָׂה,H6213,2629.0
131289,1Rois,9,26,הַמֶּ֨לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131290,1Rois,9,26,שְׁלֹמֹ֜ה,שְׁלֹמֹה,H8010,293.0
131291,1Rois,9,26,בְּעֶצְיֽוֹן־,,H6100,14.0
131292,1Rois,9,26,גֶּ֨בֶר,,H6100,14.0
131293,1Rois,9,26,אֲשֶׁ֧ר,אֲשֶׁר,H0834,5499.0
131294,1Rois,9,26,אֶת־,אֵת,H0854,929.0
131295,1Rois,9,26,אֵל֛וֹת,אֵילוֹת,H0359,8.0
131296,1Rois,9,26,עַל־,עַל,H5921,5774.0
131297,1Rois,9,26,שְׂפַ֥ת,שָׂפָה,H8193,176.0
131298,1Rois,9,26,יַם־,יָם,H3220,396.0
131299,1Rois,9,26,ס֖וּף,סוּף,H5488,28.0
131300,1Rois,9,26,בְּאֶ֥רֶץ,אֶ֫רֶץ,H0776,2504.0
131301,1Rois,9,26,אֱדֽוֹם׃,אֱדוֹם,H0123,100.0
131302,1Rois,9,27,וַיִּשְׁלַ֨ח,שָׁלַח,H7971,847.0
131303,1Rois,9,27,חִירָ֤ם,חִירָם,H2438,22.0
131304,1Rois,9,27,בָּֽאֳנִי֙,אֳנִי,H0590,7.0
131305,1Rois,9,27,אֶת־,אֵת,H0853,10946.0
131306,1Rois,9,27,עֲבָדָ֔יו,עֶ֫בֶד,H5650,801.0
131307,1Rois,9,27,אַנְשֵׁ֣י,אֱנוֹשׁ,H0582,566.0
131308,1Rois,9,27,אֳנִיּ֔וֹת,אֳנִיָּה,H0591,31.0
131309,1Rois,9,27,יֹדְעֵ֖י,יָדַע,H3045,946.0
131310,1Rois,9,27,הַיָּ֑ם,יָם,H3220,396.0
131311,1Rois,9,27,עִ֖ם,עִם,H5973,1052.0
131312,1Rois,9,27,עַבְדֵ֥י,עֶ֫בֶד,H5650,801.0
131313,1Rois,9,27,שְׁלֹמֹֽה׃,שְׁלֹמֹה,H8010,293.0
131314,1Rois,9,28,וַיָּבֹ֣אוּ,בּוֹא,H0935,2572.0
131315,1Rois,9,28,אוֹפִ֔ירָה,אוֹפִיר,H0211,13.0
131316,1Rois,9,28,וַיִּקְח֤וּ,לָקַח,H3947,966.0
131317,1Rois,9,28,מִשָּׁם֙,שָׁם,H8033,834.0
131318,1Rois,9,28,זָהָ֔ב,זָהָב,H2091,389.0
131319,1Rois,9,28,אַרְבַּע־,אַרְבַּע,H0702,318.0
131320,1Rois,9,28,מֵא֥וֹת,מֵאָה,H3967,581.0
131321,1Rois,9,28,וְעֶשְׂרִ֖ים,עֶשְׂרִים,H6242,315.0
131322,1Rois,9,28,כִּכָּ֑ר,כִּכָּר,H3603,68.0
131323,1Rois,9,28,וַיָּבִ֖אוּ,בּוֹא,H0935,2572.0
131324,1Rois,9,28,אֶל־,אֶל,H0413,5515.0
131325,1Rois,9,28,הַמֶּ֥לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131326,1Rois,9,28,שְׁלֹמֹֽה׃ פ,שְׁלֹמֹה,H8010,293.0
131327,1Rois,10,1,וּמַֽלְכַּת־,מַלְכָּה,H4436,35.0
131328,1Rois,10,1,שְׁבָ֗א,שְׁבָא,H7614,23.0
131329,1Rois,10,1,שֹׁמַ֛עַת,שָׁמַע,H8085,1160.0
131330,1Rois,10,1,אֶת־,אֵת,H0853,10946.0
131331,1Rois,10,1,שֵׁ֥מַע,שֵׁ֫מַע,H8088,18.0
131332,1Rois,10,1,שְׁלֹמֹ֖ה,שְׁלֹמֹה,H8010,293.0
131333,1Rois,10,1,לְשֵׁ֣ם,שֵׁם,H8034,864.0
131334,1Rois,10,1,יְהוָ֑ה,יהוה,H3068,6528.0
131335,1Rois,10,1,וַתָּבֹ֥א,בּוֹא,H0935,2572.0
131336,1Rois,10,1,לְנַסֹּת֖וֹ,נָסָה,H5254,36.0
131337,1Rois,10,1,בְּחִידֽוֹת׃,חִידָה,H2420,17.0
131338,1Rois,10,2,וַתָּבֹ֣א,בּוֹא,H0935,2572.0
131339,1Rois,10,2,יְרוּשָׁלְַ֗מָה,,H3389,643.0
131340,1Rois,10,2,בְּחַיִל֮,חַ֫יִל,H2428,246.0
131341,1Rois,10,2,כָּבֵ֣ד,כָּבֵד,H3515,41.0
131342,1Rois,10,2,מְאֹד֒,מְאֹד,H3966,300.0
131343,1Rois,10,2,גְּ֠מַלִּים,גָּמָל,H1581,54.0
131344,1Rois,10,2,נֹשְׂאִ֨ים,נָשָׂא,H5375,656.0
131345,1Rois,10,2,בְּשָׂמִ֧ים,בֶּ֫שֶׂם,H1314,29.0
131346,1Rois,10,2,וְזָהָ֛ב,זָהָב,H2091,389.0
131347,1Rois,10,2,רַב־,רַב,H7227,454.0
131348,1Rois,10,2,מְאֹ֖ד,מְאֹד,H3966,300.0
131349,1Rois,10,2,וְאֶ֣בֶן,אֶ֫בֶן,H0068,273.0
131350,1Rois,10,2,יְקָרָ֑ה,יָקָר,H3368,36.0
131351,1Rois,10,2,וַתָּבֹא֙,בּוֹא,H0935,2572.0
131352,1Rois,10,2,אֶל־,אֶל,H0413,5515.0
131353,1Rois,10,2,שְׁלֹמֹ֔ה,שְׁלֹמֹה,H8010,293.0
131354,1Rois,10,2,וַתְּדַבֵּ֣ר,דָבַר,H1696,1142.0
131355,1Rois,10,2,אֵלָ֔יו,אֶל,H0413,5515.0
131356,1Rois,10,2,אֵ֛ת,אֵת,H0853,10946.0
131357,1Rois,10,2,כָּל־,כֹּל,H3605,5415.0
131358,1Rois,10,2,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
131359,1Rois,10,2,הָיָ֖ה,הָיָה,H1961,3562.0
131360,1Rois,10,2,עִם־,עִם,H5973,1052.0
131361,1Rois,10,2,לְבָבָֽהּ׃,לֵבָב,H3824,252.0
131362,1Rois,10,3,וַיַּגֶּד־,נָגַד,H5046,371.0
131363,1Rois,10,3,לָ֥הּ,,H9034,490.0
131364,1Rois,10,3,שְׁלֹמֹ֖ה,שְׁלֹמֹה,H8010,293.0
131365,1Rois,10,3,אֶת־,אֵת,H0853,10946.0
131366,1Rois,10,3,כָּל־,כֹּל,H3605,5415.0
131367,1Rois,10,3,דְּבָרֶ֑יהָ,דָּבָר,H1697,1442.0
131368,1Rois,10,3,לֹֽא־,לֹא,H3808,5170.0
131369,1Rois,10,3,הָיָ֤ה,הָיָה,H1961,3562.0
131370,1Rois,10,3,דָּבָר֙,דָּבָר,H1697,1442.0
131371,1Rois,10,3,נֶעְלָ֣ם,עָלַם,H5956,28.0
131372,1Rois,10,3,מִן־,מִן־,H4480,1188.0
131373,1Rois,10,3,הַמֶּ֔לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131374,1Rois,10,3,אֲשֶׁ֧ר,אֲשֶׁר,H0834,5499.0
131375,1Rois,10,3,לֹ֦א,לֹא,H3808,5170.0
131376,1Rois,10,3,הִגִּ֖יד,נָגַד,H5046,371.0
131377,1Rois,10,3,לָֽהּ׃,,H9034,490.0
131378,1Rois,10,4,וַתֵּ֙רֶא֙,רָאָה,H7200,1300.0
131379,1Rois,10,4,מַֽלְכַּת־,מַלְכָּה,H4436,35.0
131380,1Rois,10,4,שְׁבָ֔א,שְׁבָא,H7614,23.0
131381,1Rois,10,4,אֵ֖ת,אֵת,H0853,10946.0
131382,1Rois,10,4,כָּל־,כֹּל,H3605,5415.0
131383,1Rois,10,4,חָכְמַ֣ת,חׇכְמָה,H2451,153.0
131384,1Rois,10,4,שְׁלֹמֹ֑ה,שְׁלֹמֹה,H8010,293.0
131385,1Rois,10,4,וְהַבַּ֖יִת,בַּ֫יִת,H1004,2049.0
131386,1Rois,10,4,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
131387,1Rois,10,4,בָּנָֽה׃,בָּנָה,H1129,376.0
131388,1Rois,10,5,וּמַאֲכַ֣ל,מַאֲכָל,H3978,30.0
131389,1Rois,10,5,שֻׁלְחָנ֡וֹ,שֻׁלְחָן,H7979,71.0
131390,1Rois,10,5,וּמוֹשַׁ֣ב,מוֹשָׁב,H4186,44.0
131391,1Rois,10,5,עֲבָדָיו֩,עֶ֫בֶד,H5650,801.0
131392,1Rois,10,5,וּמַעֲמַ֨ד,מַעֲמָד,H4612,5.0
131393,1Rois,10,5,מְשָׁרְתָ֜יו,שָׁרַת,H8334,97.0
131394,1Rois,10,5,וּמַלְבֻּֽשֵׁיהֶם֙,מַלְבּוּשׁ,H4403,8.0
131395,1Rois,10,5,וּמַשְׁקָ֔יו,מַשְׁקֶה,H4945,19.0
131396,1Rois,10,5,וְעֹ֣לָת֔וֹ,עֹלָה,H5930,287.0
131397,1Rois,10,5,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
131398,1Rois,10,5,יַעֲלֶ֖ה,עָלָה,H5927,890.0
131399,1Rois,10,5,בֵּ֣ית,בַּ֫יִת,H1004,2049.0
131400,1Rois,10,5,יְהוָ֑ה,יהוה,H3068,6528.0
131401,1Rois,10,5,וְלֹא־,לֹא,H3808,5170.0
131402,1Rois,10,5,הָ֥יָה,הָיָה,H1961,3562.0
131403,1Rois,10,5,בָ֛הּ,,H9034,490.0
131404,1Rois,10,5,ע֖וֹד,עוֹד,H5750,490.0
131405,1Rois,10,5,רֽוּחַ׃,רוּחַ,H7307,378.0
131406,1Rois,10,6,וַתֹּ֙אמֶר֙,אָמַר,H0559,5309.0
131407,1Rois,10,6,אֶל־,אֶל,H0413,5515.0
131408,1Rois,10,6,הַמֶּ֔לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131409,1Rois,10,6,אֱמֶת֙,אֱמֶת,H0571,127.0
131410,1Rois,10,6,הָיָ֣ה,הָיָה,H1961,3562.0
131411,1Rois,10,6,הַדָּבָ֔ר,דָּבָר,H1697,1442.0
131412,1Rois,10,6,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
131413,1Rois,10,6,שָׁמַ֖עְתִּי,שָׁמַע,H8085,1160.0
131414,1Rois,10,6,בְּאַרְצִ֑י,אֶ֫רֶץ,H0776,2504.0
131415,1Rois,10,6,עַל־,עַל,H5921,5774.0
131416,1Rois,10,6,דְּבָרֶ֖יךָ,דָּבָר,H1697,1442.0
131417,1Rois,10,6,וְעַל־,עַל,H5921,5774.0
131418,1Rois,10,6,חָכְמָתֶֽךָ׃,חׇכְמָה,H2451,153.0
131419,1Rois,10,7,וְלֹֽא־,לֹא,H3808,5170.0
131420,1Rois,10,7,הֶאֱמַ֣נְתִּי,אָמַן,H0539,106.0
131421,1Rois,10,7,לַדְּבָרִ֗ים,דָּבָר,H1697,1442.0
131422,1Rois,10,7,עַ֤ד,עַד,H5704,1261.0
131423,1Rois,10,7,אֲשֶׁר־,אֲשֶׁר,H0834,5499.0
131424,1Rois,10,7,בָּ֙אתִי֙,בּוֹא,H0935,2572.0
131425,1Rois,10,7,וַתִּרְאֶ֣ינָה,רָאָה,H7200,1300.0
131426,1Rois,10,7,עֵינַ֔י,עַ֫יִן,H5869,887.0
131427,1Rois,10,7,וְהִנֵּ֥ה,הִנֵּה,H2009,843.0
131428,1Rois,10,7,לֹֽא־,לֹא,H3808,5170.0
131429,1Rois,10,7,הֻגַּד־,נָגַד,H5046,371.0
131430,1Rois,10,7,לִ֖י,,H9030,909.0
131431,1Rois,10,7,הַחֵ֑צִי,חֲצִי,H2677,125.0
131432,1Rois,10,7,הוֹסַ֤פְתָּ,יָסַף,H3254,212.0
131433,1Rois,10,7,חָכְמָה֙,חׇכְמָה,H2451,153.0
131434,1Rois,10,7,וָט֔וֹב,טוֹב,H2896,562.0
131435,1Rois,10,7,אֶל־,אֶל,H0413,5515.0
131436,1Rois,10,7,הַשְּׁמוּעָ֖ה,שְׁמוּעָה,H8052,27.0
131437,1Rois,10,7,אֲשֶׁ֥ר,אֲשֶׁר,H0834,5499.0
131438,1Rois,10,7,שָׁמָֽעְתִּי׃,שָׁמַע,H8085,1160.0
131439,1Rois,10,8,אַשְׁרֵ֣י,אֶ֫שֶׁר,H0835,45.0
131440,1Rois,10,8,אֲנָשֶׁ֔יךָ,אֱנוֹשׁ,H0582,566.0
131441,1Rois,10,8,אַשְׁרֵ֖י,אֶ֫שֶׁר,H0835,45.0
131442,1Rois,10,8,עֲבָדֶ֣יךָ,עֶ֫בֶד,H5650,801.0
131443,1Rois,10,8,אֵ֑לֶּה,אֵ֫לֶּה,H0428,746.0
131444,1Rois,10,8,הָֽעֹמְדִ֤ים,עָמַד,H5975,521.0
131445,1Rois,10,8,לְפָנֶ֙יךָ֙,פָּנֶה,H6440,2127.0
131446,1Rois,10,8,תָּמִ֔יד,תָּמִיד,H8548,104.0
131447,1Rois,10,8,הַשֹּׁמְעִ֖ים,שָׁמַע,H8085,1160.0
131448,1Rois,10,8,אֶת־,אֵת,H0853,10946.0
131449,1Rois,10,8,חָכְמָתֶֽךָ׃,חׇכְמָה,H2451,153.0
131450,1Rois,10,9,יְהִ֨י,הָיָה,H1961,3562.0
131451,1Rois,10,9,יְהוָ֤ה,יהוה,H3068,6528.0
131452,1Rois,10,9,אֱלֹהֶ֙יךָ֙,אֱלֹהִים,H0430,2603.0
131453,1Rois,10,9,בָּר֔וּךְ,בָּרַךְ,H1288,330.0
131454,1Rois,10,9,אֲשֶׁר֙,אֲשֶׁר,H0834,5499.0
131455,1Rois,10,9,חָפֵ֣ץ,חָפֵץ,H2654,74.0
131456,1Rois,10,9,בְּךָ֔,,H9031,728.0
131457,1Rois,10,9,לְתִתְּךָ֖,נָתַן,H5414,2011.0
131458,1Rois,10,9,עַל־,עַל,H5921,5774.0
131459,1Rois,10,9,כִּסֵּ֣א,כִּסֵּא,H3678,135.0
131460,1Rois,10,9,יִשְׂרָאֵ֑ל,יִשְׂרָאֵל,H3478,2508.0
131461,1Rois,10,9,בְּאַהֲבַ֨ת,אָהֵב,H0157,211.0
131462,1Rois,10,9,יְהוָ֤ה,יהוה,H3068,6528.0
131463,1Rois,10,9,אֶת־,אֵת,H0853,10946.0
131464,1Rois,10,9,יִשְׂרָאֵל֙,יִשְׂרָאֵל,H3478,2508.0
131465,1Rois,10,9,לְעֹלָ֔ם,עוֹלָם,H5769,438.0
131466,1Rois,10,9,וַיְשִֽׂימְךָ֣,שׂוּם,H7760,585.0
131467,1Rois,10,9,לְמֶ֔לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131468,1Rois,10,9,לַעֲשׂ֥וֹת,עָשָׂה,H6213,2629.0
131469,1Rois,10,9,מִשְׁפָּ֖ט,מִשְׁפָּט,H4941,422.0
131470,1Rois,10,9,וּצְדָקָֽה׃,צְדָקָה,H6666,157.0
131471,1Rois,10,10,וַתִּתֵּ֨ן,נָתַן,H5414,2011.0
131472,1Rois,10,10,לַמֶּ֜לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131473,1Rois,10,10,מֵאָ֥ה,מֵאָה,H3967,581.0
131474,1Rois,10,10,וְעֶשְׂרִ֣ים׀,עֶשְׂרִים,H6242,315.0
131475,1Rois,10,10,כִּכַּ֣ר,כִּכָּר,H3603,68.0
131476,1Rois,10,10,זָהָ֗ב,זָהָב,H2091,389.0
131477,1Rois,10,10,וּבְשָׂמִ֛ים,בֶּ֫שֶׂם,H1314,29.0
131478,1Rois,10,10,הַרְבֵּ֥ה,רָבָה,H7235,227.0
131479,1Rois,10,10,מְאֹ֖ד,מְאֹד,H3966,300.0
131480,1Rois,10,10,וְאֶ֣בֶן,אֶ֫בֶן,H0068,273.0
131481,1Rois,10,10,יְקָרָ֑ה,יָקָר,H3368,36.0
131482,1Rois,10,10,לֹא־,לֹא,H3808,5170.0
131483,1Rois,10,10,בָא֩,בּוֹא,H0935,2572.0
131484,1Rois,10,10,כַבֹּ֨שֶׂם,בֶּ֫שֶׂם,H1314,29.0
131485,1Rois,10,10,הַה֥וּא,הוּא,H1931,1878.0
131486,1Rois,10,10,עוֹד֙,עוֹד,H5750,490.0
131487,1Rois,10,10,לָרֹ֔ב,רֹב,H7230,149.0
131488,1Rois,10,10,אֲשֶׁר־,אֲשֶׁר,H0834,5499.0
131489,1Rois,10,10,נָתְנָ֥ה,נָתַן,H5414,2011.0
131490,1Rois,10,10,מַֽלְכַּת־,מַלְכָּה,H4436,35.0
131491,1Rois,10,10,שְׁבָ֖א,שְׁבָא,H7614,23.0
131492,1Rois,10,10,לַמֶּ֥לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131493,1Rois,10,10,שְׁלֹמֹֽה׃,שְׁלֹמֹה,H8010,293.0
131494,1Rois,10,11,וְגַם֙,גַּם,H1571,769.0
131495,1Rois,10,11,אֳנִ֣י,אֳנִי,H0590,7.0
131496,1Rois,10,11,חִירָ֔ם,חִירָם,H2438,22.0
131497,1Rois,10,11,אֲשֶׁר־,אֲשֶׁר,H0834,5499.0
131498,1Rois,10,11,נָשָׂ֥א,נָשָׂא,H5375,656.0
131499,1Rois,10,11,זָהָ֖ב,זָהָב,H2091,389.0
131500,1Rois,10,11,מֵאוֹפִ֑יר,אוֹפִיר,H0211,13.0
131501,1Rois,10,11,הֵבִ֨יא,בּוֹא,H0935,2572.0
131502,1Rois,10,11,מֵאֹפִ֜יר,אוֹפִיר,H0211,13.0
131503,1Rois,10,11,עֲצֵ֧י,עֵץ,H6086,330.0
131504,1Rois,10,11,אַלְמֻגִּ֛ים,אַלְמֻגִּים,H0484,3.0
131505,1Rois,10,11,הַרְבֵּ֥ה,רָבָה,H7235,227.0
131506,1Rois,10,11,מְאֹ֖ד,מְאֹד,H3966,300.0
131507,1Rois,10,11,וְאֶ֥בֶן,אֶ֫בֶן,H0068,273.0
131508,1Rois,10,11,יְקָרָֽה׃,יָקָר,H3368,36.0
131509,1Rois,10,12,וַיַּ֣עַשׂ,עָשָׂה,H6213,2629.0
131510,1Rois,10,12,הַ֠מֶּלֶךְ,מֶ֫לֶךְ,H4428,2526.0
131511,1Rois,10,12,אֶת־,אֵת,H0853,10946.0
131512,1Rois,10,12,עֲצֵ֨י,עֵץ,H6086,330.0
131513,1Rois,10,12,הָאַלְמֻגִּ֜ים,אַלְמֻגִּים,H0484,3.0
131514,1Rois,10,12,מִסְעָ֤ד,מִסְעָד,H4552,1.0
131515,1Rois,10,12,לְבֵית־,בַּ֫יִת,H1004,2049.0
131516,1Rois,10,12,יְהוָה֙,יהוה,H3068,6528.0
131517,1Rois,10,12,וּלְבֵ֣ית,בַּ֫יִת,H1004,2049.0
131518,1Rois,10,12,הַמֶּ֔לֶךְ,מֶ֫לֶךְ,H4428,2526.0
131519,1Rois,10,12,וְכִנֹּר֥וֹת,כִּנּוֹר,H3658,42.0
131520,1Rois,10,12,וּנְבָלִ֖ים,נֵ֫בֶל,H5035,38.0
131521,1Rois,10,12,לַשָּׁרִ֑ים,שִׁיר,H7891,87.0
131522,1Rois,10,12,לֹ֣א,לֹא,H3808,5170.0
131523,1Rois,10,12,בָֽא־,בּוֹא,H0935,2572.0
131524,1Rois,10,12,כֵ֞ן,כֵּן,H3651,765.0
131525,1Rois,10,12,עֲצֵ֤י,עֵץ,H6086,330.0
131526,1Rois,10,12,אַלְמֻגִּים֙,אַלְמֻגִּים,H0484,3.0
131527,1Rois,10,12,וְלֹ֣א,לֹא,H3808,5170.0
