tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
127667,2Pierre,1,1,Συμεὼν,Συμεών,G4826,7
127668,2Pierre,1,1,Πέτρος,Πέτρος,G4074,155
127669,2Pierre,1,1,δοῦλος,δοῦλος,G1401,129
127670,2Pierre,1,1,καὶ,καί,G2532,9108
127671,2Pierre,1,1,ἀπόστολος,ἀπόστολος,G0652,79
127672,2Pierre,1,1,Ἰησοῦ,Ἰησοῦς,G2424,910
127673,2Pierre,1,1,Χριστοῦ,Χριστός,G5547,529
127674,2Pierre,1,1,τοῖς,ὁ,G3588,19785
127675,2Pierre,1,1,ἰσότιμον,ἰσότιμος,G2472,1
127676,2Pierre,1,1,ἡμῖν,ἐγώ,G1473,2462
127677,2Pierre,1,1,λαχοῦσιν,λαγχάνω,G2975,4
127678,2Pierre,1,1,πίστιν,πίστις,G4102,242
127679,2Pierre,1,1,ἐν,ἐν,G1722,2728
127680,2Pierre,1,1,δικαιοσύνῃ,δικαιοσύνη,G1343,92
127681,2Pierre,1,1,τοῦ,ὁ,G3588,19785
127682,2Pierre,1,1,θεοῦ,θεός,G2316,1311
127683,2Pierre,1,1,ἡμῶν,ἐγώ,G1473,2462
127684,2Pierre,1,1,καὶ,καί,G2532,9108
127685,2Pierre,1,1,σωτῆρος,σωτήρ,G4990,24
127686,2Pierre,1,1,Ἰησοῦ,Ἰησοῦς,G2424,910
127687,2Pierre,1,1,Χριστοῦ,Χριστός,G5547,529
127688,2Pierre,1,2,Χάρις,χάρις,G5485,154
127689,2Pierre,1,2,ὑμῖν,σύ,G4771,2896
127690,2Pierre,1,2,καὶ,καί,G2532,9108
127691,2Pierre,1,2,εἰρήνη,εἰρήνη,G1515,92
127692,2Pierre,1,2,πληθυνθείη,πληθύνω,G4129,12
127693,2Pierre,1,2,ἐν,ἐν,G1722,2728
127694,2Pierre,1,2,ἐπιγνώσει,ἐπίγνωσις,G1922,20
127695,2Pierre,1,2,τοῦ,ὁ,G3588,19785
127696,2Pierre,1,2,θεοῦ,θεός,G2316,1311
127697,2Pierre,1,2,καὶ,καί,G2532,9108
127698,2Pierre,1,2,Ἰησοῦ,Ἰησοῦς,G2424,910
127699,2Pierre,1,2,τοῦ,ὁ,G3588,19785
127700,2Pierre,1,2,κυρίου,κύριος,G2962,716
127701,2Pierre,1,2,ἡμῶν,ἐγώ,G1473,2462
127702,2Pierre,1,3,ὡς,ὡς,G5613,501
127703,2Pierre,1,3,πάντα,πᾶς,G3956,1236
127704,2Pierre,1,3,ἡμῖν,ἐγώ,G1473,2462
127705,2Pierre,1,3,τῆς,ὁ,G3588,19785
127706,2Pierre,1,3,θείας,θεῖος,G2304,3
127707,2Pierre,1,3,δυνάμεως,δύναμις,G1411,119
127708,2Pierre,1,3,αὐτοῦ,αὐτός,G0846,5558
127709,2Pierre,1,3,τὰ,ὁ,G3588,19785
127710,2Pierre,1,3,πρὸς,πρός,G4314,699
127711,2Pierre,1,3,ζωὴν,ζωή,G2222,135
127712,2Pierre,1,3,καὶ,καί,G2532,9108
127713,2Pierre,1,3,εὐσέβειαν,εὐσέβεια,G2150,15
127714,2Pierre,1,3,δεδωρημένης,δωρέω,G1433,3
127715,2Pierre,1,3,διὰ,διά,G1223,666
127716,2Pierre,1,3,τῆς,ὁ,G3588,19785
127717,2Pierre,1,3,ἐπιγνώσεως,ἐπίγνωσις,G1922,20
127718,2Pierre,1,3,τοῦ,ὁ,G3588,19785
127719,2Pierre,1,3,καλέσαντος,καλέω,G2564,148
127720,2Pierre,1,3,ἡμᾶς,ἐγώ,G1473,2462
127721,2Pierre,1,3,ἰδίᾳ,ἴδιος,G2398,113
127722,2Pierre,1,3,δόξῃ,δόξα,G1391,166
127723,2Pierre,1,3,καὶ,καί,G2532,9108
127724,2Pierre,1,3,ἀρετῆ,ἀρετή,G0703,5
127725,2Pierre,1,4,δι᾽,διά,G1223,666
127726,2Pierre,1,4,ὧν,ὅς,G3739,1408
127727,2Pierre,1,4,τὰ,ὁ,G3588,19785
127728,2Pierre,1,4,τίμια,τίμιος,G5093,13
127729,2Pierre,1,4,καὶ,καί,G2532,9108
127730,2Pierre,1,4,μέγιστα,μέγας,G3173,241
127731,2Pierre,1,4,ἡμῖν,ἐγώ,G1473,2462
127732,2Pierre,1,4,ἐπαγγέλματα,ἐπάγγελμα,G1862,2
127733,2Pierre,1,4,δεδώρηται,δωρέω,G1433,3
127734,2Pierre,1,4,ἵνα,ἵνα,G2443,668
127735,2Pierre,1,4,διὰ,διά,G1223,666
127736,2Pierre,1,4,τούτων,οὗτος,G3778,1380
