,tagnt_word_n,book,chapter,verse,orig,lex,strong,freq
126653,130977,2 Jean,1,1,Ὁ,ὁ,G3588,19785
126654,130978,2 Jean,1,1,πρεσβύτερος,πρεσβύτερος,G4245,65
126655,130979,2 Jean,1,1,ἐκλεκτῆ,ἐκλεκτός,G1588,22
126656,130980,2 Jean,1,1,κυρίᾳ,Κυρία,G2959,2
126657,130981,2 Jean,1,1,καὶ,καί,G2532,9130
126658,130982,2 Jean,1,1,τοῖς,ὁ,G3588,19785
126659,130983,2 Jean,1,1,τέκνοις,τέκνον,G5043,98
126660,130984,2 Jean,1,1,αὐτῆς,αὐτός,G0846,5558
126661,130985,2 Jean,1,1,οὓς,ὅς,G3739,1408
126662,130986,2 Jean,1,1,ἐγὼ,ἐγώ,G1473,2462
126663,130987,2 Jean,1,1,ἀγαπῶ,ἀγαπάω,G0025,143
126664,130988,2 Jean,1,1,ἐν,ἐν,G1722,2728
126665,130989,2 Jean,1,1,ἀληθείᾳ,ἀλήθεια,G0225,108
126666,130990,2 Jean,1,1,καὶ,καί,G2532,9130
126667,130991,2 Jean,1,1,οὐκ,οὐ,G3756,1667
126668,130992,2 Jean,1,1,ἐγὼ,ἐγώ,G1473,2462
126669,130993,2 Jean,1,1,μόνος,μόνος,G3441,111
126670,130994,2 Jean,1,1,ἀλλὰ,ἀλλά,G0235,638
126671,130995,2 Jean,1,1,καὶ,καί,G2532,9130
126672,130996,2 Jean,1,1,πάντες,πᾶς,G3956,1236
126673,130997,2 Jean,1,1,οἱ,ὁ,G3588,19785
126674,130998,2 Jean,1,1,ἐγνωκότες,γινώσκω,G1097,218
126675,130999,2 Jean,1,1,τὴν,ὁ,G3588,19785
126676,131000,2 Jean,1,1,ἀλήθειαν,ἀλήθεια,G0225,108
126677,131001,2 Jean,1,2,διὰ,διά,G1223,666
126678,131002,2 Jean,1,2,τὴν,ὁ,G3588,19785
126679,131003,2 Jean,1,2,ἀλήθειαν,ἀλήθεια,G0225,108
126680,131004,2 Jean,1,2,τὴν,ὁ,G3588,19785
126681,131005,2 Jean,1,2,μένουσαν,μένω,G3306,118
126682,131006,2 Jean,1,2,ἐν,ἐν,G1722,2728
126683,131007,2 Jean,1,2,ἡμῖν,ἐγώ,G1473,2462
126684,131008,2 Jean,1,2,καὶ,καί,G2532,9130
126685,131009,2 Jean,1,2,μεθ᾽,μετά,G3326,468
126686,131010,2 Jean,1,2,ἡμῶν,ἐγώ,G1473,2462
126687,131011,2 Jean,1,2,ἔσται,εἰμί,G1510,2458
126688,131012,2 Jean,1,2,εἰς,εἰς,G1519,1757
126689,131013,2 Jean,1,2,τὸν,ὁ,G3588,19785
126690,131014,2 Jean,1,2,αἰῶνα,αἰών,G0165,123
126691,131015,2 Jean,1,3,ἔσται,εἰμί,G1510,2458
126692,131016,2 Jean,1,3,μεθ᾽,μετά,G3326,468
126693,131017,2 Jean,1,3,ἡμῶν,ἐγώ,G1473,2462
126694,131018,2 Jean,1,3,χάρις,χάρις,G5485,154
126695,131019,2 Jean,1,3,ἔλεος,ἔλεος,G1656,27
126696,131020,2 Jean,1,3,εἰρήνη,εἰρήνη,G1515,92
126697,131021,2 Jean,1,3,παρὰ,παρά,G3844,194
126698,131022,2 Jean,1,3,θεοῦ,θεός,G2316,1311
126699,131023,2 Jean,1,3,πατρὸς,πατήρ,G3962,414
126700,131024,2 Jean,1,3,καὶ,καί,G2532,9130
126701,131025,2 Jean,1,3,παρὰ,παρά,G3844,194
126702,131027,2 Jean,1,3,Ἰησοῦ,Ἰησοῦς,G2424,910
126703,131028,2 Jean,1,3,Χριστοῦ,Χριστός,G5547,529
126704,131029,2 Jean,1,3,τοῦ,ὁ,G3588,19785
126705,131030,2 Jean,1,3,υἱοῦ,υἱός,G5207,372
126706,131031,2 Jean,1,3,τοῦ,ὁ,G3588,19785
126707,131032,2 Jean,1,3,πατρὸς,πατήρ,G3962,414
126708,131033,2 Jean,1,3,ἐν,ἐν,G1722,2728
126709,131034,2 Jean,1,3,ἀληθείᾳ,ἀλήθεια,G0225,108
126710,131035,2 Jean,1,3,καὶ,καί,G2532,9130
126711,131036,2 Jean,1,3,ἀγάπῃ,ἀγάπη,G0026,116
126712,131037,2 Jean,1,4,Ἐχάρην,χαίρω,G5463,74
126713,131038,2 Jean,1,4,λίαν,λίαν,G3029,12
126714,131039,2 Jean,1,4,ὅτι,ὅτι,G3754,1291
126715,131040,2 Jean,1,4,εὕρηκα,εὑρίσκω,G2147,176
126716,131041,2 Jean,1,4,ἐκ,ἐκ,G1537,912
126717,131042,2 Jean,1,4,τῶν,ὁ,G3588,19785
126718,131043,2 Jean,1,4,τέκνων,τέκνον,G5043,98
126719,131044,2 Jean,1,4,σου,σύ,G4771,2896
126720,131045,2 Jean,1,4,περιπατοῦντας,περιπατέω,G4043,95
126721,131046,2 Jean,1,4,ἐν,ἐν,G1722,2728
126722,131047,2 Jean,1,4,ἀληθείᾳ,ἀλήθεια,G0225,108
126723,131048,2 Jean,1,4,καθὼς,καθώς,G2531,182
126724,131049,2 Jean,1,4,ἐντολὴν,ἐντολή,G1785,68
126725,131050,2 Jean,1,4,ἐλάβομεν,λαμβάνω,G2983,257
126726,131051,2 Jean,1,4,παρὰ,παρά,G3844,194
126727,131052,2 Jean,1,4,τοῦ,ὁ,G3588,19785
126728,131053,2 Jean,1,4,πατρός,πατήρ,G3962,414
126729,131054,2 Jean,1,5,καὶ,καί,G2532,9130
126730,131055,2 Jean,1,5,νῦν,νῦν,G3568,144
126731,131056,2 Jean,1,5,ἐρωτῶ,ἐρωτάω,G2065,62
126732,131057,2 Jean,1,5,σε,σύ,G4771,2896
126733,131058,2 Jean,1,5,κυρία,Κυρία,G2959,2
126734,131059,2 Jean,1,5,οὐχ,οὐ,G3756,1667
126735,131060,2 Jean,1,5,ὡς,ὡς,G5613,501
126736,131061,2 Jean,1,5,ἐντολὴν,ἐντολή,G1785,68
126737,131062,2 Jean,1,5,καινὴν,καινός,G2537,41
126738,131063,2 Jean,1,5,γράφων,γράφω,G1125,190
126739,131064,2 Jean,1,5,σοι,σύ,G4771,2896
126740,131065,2 Jean,1,5,ἀλλ᾽,ἀλλά,G0235,638
126741,131066,2 Jean,1,5,ἣν,ὅς,G3739,1408
126742,131067,2 Jean,1,5,εἴχομεν,ἔχω,G2192,706
126743,131068,2 Jean,1,5,ἀπ᾽,ἀπό,G0575,640
126744,131069,2 Jean,1,5,ἀρχῆς,ἀρχή,G0746,55
126745,131070,2 Jean,1,5,ἵνα,ἵνα,G2443,668
126746,131071,2 Jean,1,5,ἀγαπῶμεν,ἀγαπάω,G0025,143
